log_Estimated_Total_Facility_CAPEX
5.304773818731108
0.9171767392536704
3.069793512472875
3.819713509066802
5.810325567793561
2.734401080284647
4.329505376120531
6.042613873882693
5.342689471163651
3.143647539243782
2.4667055942907523
2.6551243467433556
5.254287712149739
6.036511122307922
6.687335355224721
5.431557098518725
0.5999913285242368
2.595336569277696
5.7635304456599075
2.4339390041255333
8.064573321264294
8.029493232894398
6.553982032473058
1.4230505012450103
1.2538175550805497
3.762642052347237
4.426847275939734
3.0672144441634117
5.183114843503177
4.332190186465151
6.009448175439959
5.70912841959475
3.4080176043124393
7.542992078869458
5.451502414588666
3.794515276871285
2.8038601953724114
4.264676263217343
2.480897791710058
2.480897791710058
4.587916239045107
4.033437235865169
4.6490848460843415
3.9070310262072603
4.239107082291262
6.501973396206175
5.035167204343803
5.638335733211398
6.416111570302512
4.990613046685344
7.315910357872634
7.640960583987864
7.393899256677623
7.306744573531623
5.198839685260422
6.479983626021019
3.851942904083527
7.826469995829508
4.797254605569124
5.108175815142442
6.650138280594692
2.1450761806107455
5.348041223262319
7.782359177887718
7.601746720553439
6.070511656260823
6.663628375165003
3.2151943766458615
5.812612825467326
0.5100989598096777
8.200370479038197
5.309396777572007
5.343326548948958
8.406171452564816
7.601746720553439
8.532915256885634
6.081597511868926
2.4924551712119913
3.357848342686293
4.575849567178621
5.650259749565416
7.223421169864591
6.024300500318563
8.086738893015383
8.130022188945617
7.799895758961765
7.497759503835233
8.002867004823223
1.3620744118066306
5.504354070563824
7.031317037168429
5.500787908133148
3.4343206650100373
5.244630314670886
4.990613046685344
2.412018971234629
3.131310694585513
5.902814532830752
3.7522028075467007
0.0
1.5964365599443346
5.183114843503177
6.950880626427156
3.1164942455481395
7.393899256677623
8.318106930186081
4.418299232363697
6.859886954787644
7.625203777537928
8.17632468663384
4.271288882000252
3.760922379454005
8.162279749407336
4.6543138781353335
6.745169238997209
6.033442295087831
5.092236436010841
7.196052845728437
7.359272036695311
3.157698432802438
6.761919191431696
4.346055783992279
6.611247888386344
3.5478703443487403
2.499001515492599
3.7368111546708054
5.199965129877077
8.333867552060061
8.067384619122757
7.864008057231108
8.071562990168355
3.6607799088887854
5.40565696552789
6.250837015613781
6.943019310360664
7.989237367657076
7.903401478619184
7.287057984587736
5.912816037297111
3.7747393016813127
5.566537532476723
7.2462705536077765
7.848249724638042
7.651644248528482
8.983487171915561
6.209473380291205
7.922450797784505
7.849041072533596
7.843371549461798
5.635870215525922
7.406951679289148
3.196945299201266
6.884743365250847
7.184582627753317
3.0216444835963707
6.5454798228399245
6.282283961701102
6.884743365250847
4.422383913230398
3.0377169039511522
1.38093879564634
2.391400042568401
4.914478699517322
1.6190293670176945
4.304244333896354
2.473134714987991
3.919230131588924
2.451510056806112
1.1944947289425973
7.224445219171925
0.9040347330101841
3.947048681705616
2.7901391829587294
1.016482070326178
5.464371799033108
5.150090615554982
3.4916527352392874
4.9360025555587885
1.2811915900208595
6.895918653713737
3.0851316553225603
3.1238069239537833
2.516391185610575
7.129128728590278
6.904923497270298
6.696900715294644
6.418502861171234
6.400616442323475
5.52692331178716
5.464174902940449
6.447021964876829
7.0194853103368695
7.004318381732413
7.826469995829508
6.625734211429599
7.08962893798485
6.909098992794236
3.044850574356899
6.214039400744317
5.548199295958855
5.52692331178716
5.208223968643832
5.208223968643832
5.208223968643832
4.134301222448607
4.112865584299316
2.4291236425837197
2.4291236425837197
1.8047138642169345
5.137238746365459
5.90878266884379
3.971740335780129
3.044850574356899
4.226660357974698
1.3470222066435271
5.2492436071692845
4.853891156384713
5.03244957639561
6.114390066389553
4.701039291382585
4.705729700260187
3.9280658480936155
3.5283259154989843
2.918096678957825
2.193176952298599
2.289551827778592
3.7287214165596003
5.167926784979983
4.016936921375166
3.8382104880848913
3.8382104880848913
3.8382104880848913
4.561522933348704
4.561522933348704
4.055727998533774
4.21751153768822
1.2811915900208595
4.63870070217195
3.0570516187001626
2.394409385966641
2.0930391734331817
3.2556237524364637
2.311391998107861
4.032231577092295
1.5337188277506806
1.2654727135547907
1.9896328011692086
0.6464988709814508
6.796366181218503
5.945073336272633
4.0670879528996275
4.0670879528996275
3.817721270971843
3.7850986978671206
3.7850986978671206
3.6843900417659627
3.3909229466262336
2.506881752151713
2.4291236425837197
2.4291236425837197
2.398208496465988
1.792989878630523
1.7494845099433158
6.196136345200101
4.892296126327072
1.1796714027025743
1.572944245507877
5.328280975193926
6.577571919453966
4.13869571393473
1.9283550997765697
2.3792662801598894
1.792989878630523
6.69258850839114
5.430272642127383
5.208223968643832
5.208223968643832
6.618837240372099
0.908601243389775
4.791277990889706
5.1462805717240565
6.121226468569355
2.193176952298599
1.9476460700436808
4.7945191923149935
3.843165239099796
3.9506404789766902
6.924264554831187
2.1119434601591225
3.188725806692953
3.135823813779723
1.8914693500770663
5.183114843503177
3.12839923641674
3.330735825042144
4.452565151036126
5.193600832378502
5.129432375434484
1.993297969856539
3.362347330471907
8.029493232894398
6.6568458923750615
5.616896224383352
7.353438621143882
3.9203410146699667
5.819615206743403
8.35310682636823
7.804607042836062
7.703922782834517
5.472204024391638
5.472204024391638
5.746558980274623
5.303647749779649
7.1632191581496265
6.901614907427825
3.375899539290517
6.169954568770477
5.554815164593896
4.36362387535516
5.651808748827674
