geography,med_household_income,unemployed,total_pop,gini,year,geography_str,state_cd
"Congressional District 3 (115th Congress), Kentucky: Summary level: 500, state:21> congressional district:03",51316.0,25208.0,742664.0,0.4775,2017,"Congressional District 3 (115th Congress), Kentucky: Summary level: 500, state:21> congressional district:03",KY-03
"Congressional District 2 (115th Congress), Louisiana: Summary level: 500, state:22> congressional district:02",38507.0,35388.0,790128.0,0.5144,2017,"Congressional District 2 (115th Congress), Louisiana: Summary level: 500, state:22> congressional district:02",LA-02
"Congressional District 5 (115th Congress), Louisiana: Summary level: 500, state:22> congressional district:05",36731.0,25043.0,749991.0,0.4993,2017,"Congressional District 5 (115th Congress), Louisiana: Summary level: 500, state:22> congressional district:05",LA-05
"Congressional District 5 (115th Congress), Maryland: Summary level: 500, state:24> congressional district:05",95144.0,23861.0,759228.0,0.388,2017,"Congressional District 5 (115th Congress), Maryland: Summary level: 500, state:24> congressional district:05",MD-05
"Congressional District 8 (115th Congress), Maryland: Summary level: 500, state:24> congressional district:08",100728.0,21692.0,759725.0,0.4644,2017,"Congressional District 8 (115th Congress), Maryland: Summary level: 500, state:24> congressional district:08",MD-08
"Congressional District 2 (115th Congress), Massachusetts: Summary level: 500, state:25> congressional district:02",66319.0,24476.0,744002.0,0.4615,2017,"Congressional District 2 (115th Congress), Massachusetts: Summary level: 500, state:25> congressional district:02",MA-02
"Congressional District 4 (115th Congress), Massachusetts: Summary level: 500, state:25> congressional district:04",95353.0,21060.0,751263.0,0.4833,2017,"Congressional District 4 (115th Congress), Massachusetts: Summary level: 500, state:25> congressional district:04",MA-04
"Congressional District 7 (115th Congress), Massachusetts: Summary level: 500, state:25> congressional district:07",59649.0,34392.0,781304.0,0.5259,2017,"Congressional District 7 (115th Congress), Massachusetts: Summary level: 500, state:25> congressional district:07",MA-07
"Congressional District 2 (115th Congress), Michigan: Summary level: 500, state:26> congressional district:02",52919.0,21762.0,729695.0,0.4334,2017,"Congressional District 2 (115th Congress), Michigan: Summary level: 500, state:26> congressional district:02",MI-02
"Congressional District 4 (115th Congress), Michigan: Summary level: 500, state:26> congressional district:04",47910.0,23404.0,700749.0,0.4525,2017,"Congressional District 4 (115th Congress), Michigan: Summary level: 500, state:26> congressional district:04",MI-04
"Congressional District 7 (115th Congress), Michigan: Summary level: 500, state:26> congressional district:07",56536.0,20410.0,703759.0,0.4318,2017,"Congressional District 7 (115th Congress), Michigan: Summary level: 500, state:26> congressional district:07",MI-07
"Congressional District 9 (115th Congress), Michigan: Summary level: 500, state:26> congressional district:09",55369.0,24720.0,717306.0,0.466,2017,"Congressional District 9 (115th Congress), Michigan: Summary level: 500, state:26> congressional district:09",MI-09
"Congressional District 12 (115th Congress), Michigan: Summary level: 500, state:26> congressional district:12",56293.0,23401.0,708323.0,0.4653,2017,"Congressional District 12 (115th Congress), Michigan: Summary level: 500, state:26> congressional district:12",MI-12
"Congressional District 2 (115th Congress), Minnesota: Summary level: 500, state:27> congressional district:02",80403.0,15263.0,692389.0,0.4121,2017,"Congressional District 2 (115th Congress), Minnesota: Summary level: 500, state:27> congressional district:02",MN-02
"Congressional District 3 (115th Congress), California: Summary level: 500, state:06> congressional district:03",61268.0,27827.0,730723.0,0.4574,2017,"Congressional District 3 (115th Congress), California: Summary level: 500, state:06> congressional district:03",CA-03
"Congressional District 5 (115th Congress), California: Summary level: 500, state:06> congressional district:05",71526.0,26060.0,727704.0,0.452,2017,"Congressional District 5 (115th Congress), California: Summary level: 500, state:06> congressional district:05",CA-05
"Congressional District 8 (115th Congress), California: Summary level: 500, state:06> congressional district:08",50051.0,33232.0,719950.0,0.4497,2017,"Congressional District 8 (115th Congress), California: Summary level: 500, state:06> congressional district:08",CA-08
"Congressional District 10 (115th Congress), California: Summary level: 500, state:06> congressional district:10",59543.0,37099.0,737719.0,0.4381,2017,"Congressional District 10 (115th Congress), California: Summary level: 500, state:06> congressional district:10",CA-10
"Congressional District 13 (115th Congress), California: Summary level: 500, state:06> congressional district:13",70222.0,29437.0,750102.0,0.5061,2017,"Congressional District 13 (115th Congress), California: Summary level: 500, state:06> congressional district:13",CA-13
"Congressional District 16 (115th Congress), California: Summary level: 500, state:06> congressional district:16",40689.0,38789.0,725356.0,0.472,2017,"Congressional District 16 (115th Congress), California: Summary level: 500, state:06> congressional district:16",CA-16
"Congressional District 18 (115th Congress), California: Summary level: 500, state:06> congressional district:18",122124.0,18097.0,735753.0,0.4969,2017,"Congressional District 18 (115th Congress), California: Summary level: 500, state:06> congressional district:18",CA-18
"Congressional District 21 (115th Congress), California: Summary level: 500, state:06> congressional district:21",40330.0,35140.0,712221.0,0.4507,2017,"Congressional District 21 (115th Congress), California: Summary level: 500, state:06> congressional district:21",CA-21
"Congressional District 23 (115th Congress), California: Summary level: 500, state:06> congressional district:23",57341.0,30061.0,738134.0,0.4576,2017,"Congressional District 23 (115th Congress), California: Summary level: 500, state:06> congressional district:23",CA-23
"Congressional District 26 (115th Congress), California: Summary level: 500, state:06> congressional district:26",80281.0,25230.0,725161.0,0.4532,2017,"Congressional District 26 (115th Congress), California: Summary level: 500, state:06> congressional district:26",CA-26
"Congressional District 28 (115th Congress), California: Summary level: 500, state:06> congressional district:28",62319.0,32672.0,717921.0,0.528,2017,"Congressional District 28 (115th Congress), California: Summary level: 500, state:06> congressional district:28",CA-28
"Congressional District 31 (115th Congress), California: Summary level: 500, state:06> congressional district:31",58167.0,33127.0,740071.0,0.4485,2017,"Congressional District 31 (115th Congress), California: Summary level: 500, state:06> congressional district:31",CA-31
"Congressional District 34 (115th Congress), California: Summary level: 500, state:06> congressional district:34",40215.0,32500.0,728048.0,0.5023,2017,"Congressional District 34 (115th Congress), California: Summary level: 500, state:06> congressional district:34",CA-34
"Congressional District 36 (115th Congress), California: Summary level: 500, state:06> congressional district:36",46772.0,33443.0,740835.0,0.5017,2017,"Congressional District 36 (115th Congress), California: Summary level: 500, state:06> congressional district:36",CA-36
"Congressional District 39 (115th Congress), California: Summary level: 500, state:06> congressional district:39",85147.0,23709.0,726854.0,0.4319,2017,"Congressional District 39 (115th Congress), California: Summary level: 500, state:06> congressional district:39",CA-39
"Congressional District 41 (115th Congress), California: Summary level: 500, state:06> congressional district:41",60629.0,38301.0,747233.0,0.4146,2017,"Congressional District 41 (115th Congress), California: Summary level: 500, state:06> congressional district:41",CA-41
"Congressional District 44 (115th Congress), California: Summary level: 500, state:06> congressional district:44",49774.0,35897.0,723533.0,0.4395,2017,"Congressional District 44 (115th Congress), California: Summary level: 500, state:06> congressional district:44",CA-44
"Congressional District 46 (115th Congress), California: Summary level: 500, state:06> congressional district:46",59863.0,24559.0,730094.0,0.421,2017,"Congressional District 46 (115th Congress), California: Summary level: 500, state:06> congressional district:46",CA-46
"Congressional District 49 (115th Congress), California: Summary level: 500, state:06> congressional district:49",82202.0,19634.0,736520.0,0.4892,2017,"Congressional District 49 (115th Congress), California: Summary level: 500, state:06> congressional district:49",CA-49
"Congressional District 52 (115th Congress), California: Summary level: 500, state:06> congressional district:52",89955.0,22299.0,754053.0,0.4618,2017,"Congressional District 52 (115th Congress), California: Summary level: 500, state:06> congressional district:52",CA-52
"Congressional District 3 (115th Congress), Colorado: Summary level: 500, state:08> congressional district:03",51456.0,25165.0,731888.0,0.4626,2017,"Congressional District 3 (115th Congress), Colorado: Summary level: 500, state:08> congressional district:03",CO-03
"Congressional District 5 (115th Congress), Colorado: Summary level: 500, state:08> congressional district:05",61391.0,24372.0,772116.0,0.4353,2017,"Congressional District 5 (115th Congress), Colorado: Summary level: 500, state:08> congressional district:05",CO-05
"Congressional District 4 (115th Congress), Connecticut: Summary level: 500, state:09> congressional district:04",92799.0,31172.0,738259.0,0.5578,2017,"Congressional District 4 (115th Congress), Connecticut: Summary level: 500, state:09> congressional district:04",CT-04
"Congressional District 1 (115th Congress), California: Summary level: 500, state:06> congressional district:01",48524.0,24916.0,704958.0,0.4713,2017,"Congressional District 1 (115th Congress), California: Summary level: 500, state:06> congressional district:01",CA-01
"Congressional District 2 (115th Congress), California: Summary level: 500, state:06> congressional district:02",68709.0,23541.0,717270.0,0.5342,2017,"Congressional District 2 (115th Congress), California: Summary level: 500, state:06> congressional district:02",CA-02
"Congressional District 4 (115th Congress), California: Summary level: 500, state:06> congressional district:04",72371.0,23368.0,726653.0,0.4582,2017,"Congressional District 4 (115th Congress), California: Summary level: 500, state:06> congressional district:04",CA-04
"Congressional District 6 (115th Congress), California: Summary level: 500, state:06> congressional district:06",51479.0,34768.0,743423.0,0.4714,2017,"Congressional District 6 (115th Congress), California: Summary level: 500, state:06> congressional district:06",CA-06
"Congressional District 7 (115th Congress), California: Summary level: 500, state:06> congressional district:07",69964.0,29673.0,739746.0,0.4433,2017,"Congressional District 7 (115th Congress), California: Summary level: 500, state:06> congressional district:07",CA-07
"Congressional District 9 (115th Congress), California: Summary level: 500, state:06> congressional district:09",60717.0,34128.0,750185.0,0.4592,2017,"Congressional District 9 (115th Congress), California: Summary level: 500, state:06> congressional district:09",CA-09
"Congressional District 11 (115th Congress), California: Summary level: 500, state:06> congressional district:11",83343.0,27643.0,749531.0,0.4947,2017,"Congressional District 11 (115th Congress), California: Summary level: 500, state:06> congressional district:11",CA-11
"Congressional District 12 (115th Congress), California: Summary level: 500, state:06> congressional district:12",97282.0,24225.0,752652.0,0.518,2017,"Congressional District 12 (115th Congress), California: Summary level: 500, state:06> congressional district:12",CA-12
"Congressional District 14 (115th Congress), California: Summary level: 500, state:06> congressional district:14",101753.0,22417.0,750274.0,0.465,2017,"Congressional District 14 (115th Congress), California: Summary level: 500, state:06> congressional district:14",CA-14
"Congressional District 15 (115th Congress), California: Summary level: 500, state:06> congressional district:15",103109.0,20380.0,764963.0,0.4234,2017,"Congressional District 15 (115th Congress), California: Summary level: 500, state:06> congressional district:15",CA-15
"Congressional District 17 (115th Congress), California: Summary level: 500, state:06> congressional district:17",115390.0,21608.0,762175.0,0.4173,2017,"Congressional District 17 (115th Congress), California: Summary level: 500, state:06> congressional district:17",CA-17
"Congressional District 19 (115th Congress), California: Summary level: 500, state:06> congressional district:19",91357.0,26910.0,760615.0,0.4533,2017,"Congressional District 19 (115th Congress), California: Summary level: 500, state:06> congressional district:19",CA-19
"Congressional District 20 (115th Congress), California: Summary level: 500, state:06> congressional district:20",66078.0,23092.0,734923.0,0.4621,2017,"Congressional District 20 (115th Congress), California: Summary level: 500, state:06> congressional district:20",CA-20
"Congressional District 22 (115th Congress), California: Summary level: 500, state:06> congressional district:22",56097.0,30265.0,748078.0,0.4639,2017,"Congressional District 22 (115th Congress), California: Summary level: 500, state:06> congressional district:22",CA-22
"Congressional District 24 (115th Congress), California: Summary level: 500, state:06> congressional district:24",67574.0,21742.0,732284.0,0.4702,2017,"Congressional District 24 (115th Congress), California: Summary level: 500, state:06> congressional district:24",CA-24
"Congressional District 25 (115th Congress), California: Summary level: 500, state:06> congressional district:25",75860.0,26370.0,720000.0,0.4475,2017,"Congressional District 25 (115th Congress), California: Summary level: 500, state:06> congressional district:25",CA-25
"Congressional District 27 (115th Congress), California: Summary level: 500, state:06> congressional district:27",73445.0,21193.0,719377.0,0.4856,2017,"Congressional District 27 (115th Congress), California: Summary level: 500, state:06> congressional district:27",CA-27
"Congressional District 29 (115th Congress), California: Summary level: 500, state:06> congressional district:29",50823.0,31963.0,721965.0,0.4442,2017,"Congressional District 29 (115th Congress), California: Summary level: 500, state:06> congressional district:29",CA-29
"Congressional District 30 (115th Congress), California: Summary level: 500, state:06> congressional district:30",76169.0,29224.0,758784.0,0.4933,2017,"Congressional District 30 (115th Congress), California: Summary level: 500, state:06> congressional district:30",CA-30
"Congressional District 32 (115th Congress), California: Summary level: 500, state:06> congressional district:32",64151.0,28603.0,721884.0,0.4212,2017,"Congressional District 32 (115th Congress), California: Summary level: 500, state:06> congressional district:32",CA-32
"Congressional District 33 (115th Congress), California: Summary level: 500, state:06> congressional district:33",103176.0,23057.0,715197.0,0.5355,2017,"Congressional District 33 (115th Congress), California: Summary level: 500, state:06> congressional district:33",CA-33
"Congressional District 35 (115th Congress), California: Summary level: 500, state:06> congressional district:35",58467.0,33328.0,735165.0,0.4063,2017,"Congressional District 35 (115th Congress), California: Summary level: 500, state:06> congressional district:35",CA-35
"Congressional District 37 (115th Congress), California: Summary level: 500, state:06> congressional district:37",54063.0,31623.0,721893.0,0.5285,2017,"Congressional District 37 (115th Congress), California: Summary level: 500, state:06> congressional district:37",CA-37
"Congressional District 38 (115th Congress), California: Summary level: 500, state:06> congressional district:38",65963.0,22669.0,720150.0,0.4216,2017,"Congressional District 38 (115th Congress), California: Summary level: 500, state:06> congressional district:38",CA-38
"Congressional District 40 (115th Congress), California: Summary level: 500, state:06> congressional district:40",43499.0,30355.0,714946.0,0.4323,2017,"Congressional District 40 (115th Congress), California: Summary level: 500, state:06> congressional district:40",CA-40
"Congressional District 42 (115th Congress), California: Summary level: 500, state:06> congressional district:42",77297.0,32306.0,777599.0,0.4148,2017,"Congressional District 42 (115th Congress), California: Summary level: 500, state:06> congressional district:42",CA-42
"Congressional District 43 (115th Congress), California: Summary level: 500, state:06> congressional district:43",52806.0,33153.0,726570.0,0.4737,2017,"Congressional District 43 (115th Congress), California: Summary level: 500, state:06> congressional district:43",CA-43
"Congressional District 45 (115th Congress), California: Summary level: 500, state:06> congressional district:45",97431.0,21426.0,762519.0,0.4505,2017,"Congressional District 45 (115th Congress), California: Summary level: 500, state:06> congressional district:45",CA-45
"Congressional District 47 (115th Congress), California: Summary level: 500, state:06> congressional district:47",63887.0,24803.0,717209.0,0.4604,2017,"Congressional District 47 (115th Congress), California: Summary level: 500, state:06> congressional district:47",CA-47
"Congressional District 48 (115th Congress), California: Summary level: 500, state:06> congressional district:48",87413.0,21093.0,727426.0,0.496,2017,"Congressional District 48 (115th Congress), California: Summary level: 500, state:06> congressional district:48",CA-48
"Congressional District 50 (115th Congress), California: Summary level: 500, state:06> congressional district:50",70774.0,25226.0,744267.0,0.4321,2017,"Congressional District 50 (115th Congress), California: Summary level: 500, state:06> congressional district:50",CA-50
"Congressional District 51 (115th Congress), California: Summary level: 500, state:06> congressional district:51",44759.0,39199.0,730908.0,0.4452,2017,"Congressional District 51 (115th Congress), California: Summary level: 500, state:06> congressional district:51",CA-51
"Congressional District 53 (115th Congress), California: Summary level: 500, state:06> congressional district:53",68799.0,29766.0,761273.0,0.4349,2017,"Congressional District 53 (115th Congress), California: Summary level: 500, state:06> congressional district:53",CA-53
"Congressional District 1 (115th Congress), Colorado: Summary level: 500, state:08> congressional district:01",62195.0,21270.0,802167.0,0.4972,2017,"Congressional District 1 (115th Congress), Colorado: Summary level: 500, state:08> congressional district:01",CO-01
"Congressional District 2 (115th Congress), Colorado: Summary level: 500, state:08> congressional district:02",75021.0,20399.0,782425.0,0.4664,2017,"Congressional District 2 (115th Congress), Colorado: Summary level: 500, state:08> congressional district:02",CO-02
"Congressional District 4 (115th Congress), Colorado: Summary level: 500, state:08> congressional district:04",71357.0,20273.0,780344.0,0.4474,2017,"Congressional District 4 (115th Congress), Colorado: Summary level: 500, state:08> congressional district:04",CO-04
"Congressional District 6 (115th Congress), Colorado: Summary level: 500, state:08> congressional district:06",75962.0,21014.0,792196.0,0.441,2017,"Congressional District 6 (115th Congress), Colorado: Summary level: 500, state:08> congressional district:06",CO-06
"Congressional District 7 (115th Congress), Colorado: Summary level: 500, state:08> congressional district:07",65880.0,20363.0,775383.0,0.4199,2017,"Congressional District 7 (115th Congress), Colorado: Summary level: 500, state:08> congressional district:07",CO-07
"Congressional District 3 (115th Congress), Connecticut: Summary level: 500, state:09> congressional district:03",66465.0,28944.0,717162.0,0.4639,2017,"Congressional District 3 (115th Congress), Connecticut: Summary level: 500, state:09> congressional district:03",CT-03
"Congressional District 5 (115th Congress), Connecticut: Summary level: 500, state:09> congressional district:05",71132.0,26346.0,715601.0,0.4725,2017,"Congressional District 5 (115th Congress), Connecticut: Summary level: 500, state:09> congressional district:05",CT-05
"Congressional District 1 (115th Congress), Connecticut: Summary level: 500, state:09> congressional district:01",69910.0,29469.0,715329.0,0.4593,2017,"Congressional District 1 (115th Congress), Connecticut: Summary level: 500, state:09> congressional district:01",CT-01
"Congressional District 2 (115th Congress), Connecticut: Summary level: 500, state:09> congressional district:02",74427.0,24781.0,708127.0,0.4383,2017,"Congressional District 2 (115th Congress), Connecticut: Summary level: 500, state:09> congressional district:02",CT-02
"Congressional District 3 (115th Congress), Missouri: Summary level: 500, state:29> congressional district:03",60476.0,19761.0,775379.0,0.4137,2017,"Congressional District 3 (115th Congress), Missouri: Summary level: 500, state:29> congressional district:03",MO-03
"Congressional District 5 (115th Congress), Missouri: Summary level: 500, state:29> congressional district:05",48178.0,23111.0,761929.0,0.4622,2017,"Congressional District 5 (115th Congress), Missouri: Summary level: 500, state:29> congressional district:05",MO-05
"Congressional District 8 (115th Congress), Missouri: Summary level: 500, state:29> congressional district:08",40529.0,22924.0,743300.0,0.4542,2017,"Congressional District 8 (115th Congress), Missouri: Summary level: 500, state:29> congressional district:08",MO-08
"Congressional District 1 (115th Congress), Nebraska: Summary level: 500, state:31> congressional district:01",57047.0,13414.0,636147.0,0.4315,2017,"Congressional District 1 (115th Congress), Nebraska: Summary level: 500, state:31> congressional district:01",NE-01
"Congressional District 3 (115th Congress), Nevada: Summary level: 500, state:32> congressional district:03",67191.0,25941.0,762236.0,0.4468,2017,"Congressional District 3 (115th Congress), Nevada: Summary level: 500, state:32> congressional district:03",NV-03
"Congressional District 2 (115th Congress), New Hampshire: Summary level: 500, state:33> congressional district:02",70531.0,16057.0,661381.0,0.4377,2017,"Congressional District 2 (115th Congress), New Hampshire: Summary level: 500, state:33> congressional district:02",NH-02
"Congressional District 3 (115th Congress), New Jersey: Summary level: 500, state:34> congressional district:03",77540.0,26143.0,737263.0,0.4344,2017,"Congressional District 3 (115th Congress), New Jersey: Summary level: 500, state:34> congressional district:03",NJ-03
"Congressional District 1 (115th Congress), New Mexico: Summary level: 500, state:35> congressional district:01",49277.0,23193.0,691746.0,0.4748,2017,"Congressional District 1 (115th Congress), New Mexico: Summary level: 500, state:35> congressional district:01",NM-01
"Congressional District 2 (115th Congress), New York: Summary level: 500, state:36> congressional district:02",94336.0,21417.0,721061.0,0.406,2017,"Congressional District 2 (115th Congress), New York: Summary level: 500, state:36> congressional district:02",NY-02
"Congressional District 4 (115th Congress), New York: Summary level: 500, state:36> congressional district:04",100387.0,19957.0,724387.0,0.4393,2017,"Congressional District 4 (115th Congress), New York: Summary level: 500, state:36> congressional district:04",NY-04
"Congressional District 7 (115th Congress), New York: Summary level: 500, state:36> congressional district:07",52724.0,29056.0,750580.0,0.5519,2017,"Congressional District 7 (115th Congress), New York: Summary level: 500, state:36> congressional district:07",NY-07
"Congressional District 9 (115th Congress), New York: Summary level: 500, state:36> congressional district:09",53047.0,30579.0,746279.0,0.5195,2017,"Congressional District 9 (115th Congress), New York: Summary level: 500, state:36> congressional district:09",NY-09
"Congressional District 12 (115th Congress), New York: Summary level: 500, state:36> congressional district:12",100828.0,20504.0,732140.0,0.5588,2017,"Congressional District 12 (115th Congress), New York: Summary level: 500, state:36> congressional district:12",NY-12
"Congressional District 14 (115th Congress), New York: Summary level: 500, state:36> congressional district:14",54753.0,26163.0,721690.0,0.446,2017,"Congressional District 14 (115th Congress), New York: Summary level: 500, state:36> congressional district:14",NY-14
"Congressional District 17 (115th Congress), New York: Summary level: 500, state:36> congressional district:17",95454.0,23532.0,742801.0,0.4907,2017,"Congressional District 17 (115th Congress), New York: Summary level: 500, state:36> congressional district:17",NY-17
"Congressional District 19 (115th Congress), New York: Summary level: 500, state:36> congressional district:19",60494.0,23311.0,705473.0,0.4528,2017,"Congressional District 19 (115th Congress), New York: Summary level: 500, state:36> congressional district:19",NY-19
"Congressional District 22 (115th Congress), New York: Summary level: 500, state:36> congressional district:22",51482.0,21781.0,704369.0,0.4435,2017,"Congressional District 22 (115th Congress), New York: Summary level: 500, state:36> congressional district:22",NY-22
"Congressional District 24 (115th Congress), New York: Summary level: 500, state:36> congressional district:24",55603.0,23849.0,712307.0,0.4528,2017,"Congressional District 24 (115th Congress), New York: Summary level: 500, state:36> congressional district:24",NY-24
"Congressional District 27 (115th Congress), New York: Summary level: 500, state:36> congressional district:27",63010.0,17521.0,718095.0,0.4339,2017,"Congressional District 27 (115th Congress), New York: Summary level: 500, state:36> congressional district:27",NY-27
"Congressional District 2 (115th Congress), Texas: Summary level: 500, state:48> congressional district:02",75989.0,20591.0,767312.0,0.4713,2017,"Congressional District 2 (115th Congress), Texas: Summary level: 500, state:48> congressional district:02",TX-02
"Congressional District 4 (115th Congress), Texas: Summary level: 500, state:48> congressional district:04",51945.0,21027.0,728435.0,0.462,2017,"Congressional District 4 (115th Congress), Texas: Summary level: 500, state:48> congressional district:04",TX-04
"Congressional District 8 (115th Congress), Texas: Summary level: 500, state:48> congressional district:08",66893.0,18383.0,807525.0,0.4823,2017,"Congressional District 8 (115th Congress), Texas: Summary level: 500, state:48> congressional district:08",TX-08
"Congressional District 10 (115th Congress), Texas: Summary level: 500, state:48> congressional district:10",72361.0,21217.0,813505.0,0.459,2017,"Congressional District 10 (115th Congress), Texas: Summary level: 500, state:48> congressional district:10",TX-10
"Congressional District 13 (115th Congress), Texas: Summary level: 500, state:48> congressional district:13",50854.0,15801.0,708616.0,0.4535,2017,"Congressional District 13 (115th Congress), Texas: Summary level: 500, state:48> congressional district:13",TX-13
"Congressional District 1 (116th Congress), Alabama: Summary level: 500, state:01> congressional district:01",47952.0,20087.0,706503.0,0.4775,2018,"Congressional District 1 (116th Congress), Alabama: Summary level: 500, state:01> congressional district:01",AL-01
"Congressional District 3 (116th Congress), Alabama: Summary level: 500, state:01> congressional district:03",46576.0,22253.0,706705.0,0.4731,2018,"Congressional District 3 (116th Congress), Alabama: Summary level: 500, state:01> congressional district:03",AL-03
"Congressional District 5 (116th Congress), Alabama: Summary level: 500, state:01> congressional district:05",55043.0,19915.0,714145.0,0.4703,2018,"Congressional District 5 (116th Congress), Alabama: Summary level: 500, state:01> congressional district:05",AL-05
"Congressional District 4 (116th Congress), Alabama: Summary level: 500, state:01> congressional district:04",43458.0,17281.0,683391.0,0.4645,2018,"Congressional District 4 (116th Congress), Alabama: Summary level: 500, state:01> congressional district:04",AL-04
"Congressional District 7 (116th Congress), Alabama: Summary level: 500, state:01> congressional district:07",36447.0,30443.0,669646.0,0.4925,2018,"Congressional District 7 (116th Congress), Alabama: Summary level: 500, state:01> congressional district:07",AL-07
"Congressional District 2 (116th Congress), Alabama: Summary level: 500, state:01> congressional district:02",46817.0,21443.0,680575.0,0.4726,2018,"Congressional District 2 (116th Congress), Alabama: Summary level: 500, state:01> congressional district:02",AL-02
"Congressional District 6 (116th Congress), Alabama: Summary level: 500, state:01> congressional district:06",65464.0,16476.0,703715.0,0.4645,2018,"Congressional District 6 (116th Congress), Alabama: Summary level: 500, state:01> congressional district:06",AL-06
"Congressional District 1 (116th Congress), Arizona: Summary level: 500, state:04> congressional district:01",52705.0,27581.0,753580.0,0.4576,2018,"Congressional District 1 (116th Congress), Arizona: Summary level: 500, state:04> congressional district:01",AZ-01
"Congressional District 3 (116th Congress), Arizona: Summary level: 500, state:04> congressional district:03",46643.0,30306.0,771436.0,0.441,2018,"Congressional District 3 (116th Congress), Arizona: Summary level: 500, state:04> congressional district:03",AZ-03
"Congressional District 5 (116th Congress), Arizona: Summary level: 500, state:04> congressional district:05",74185.0,18120.0,803186.0,0.4283,2018,"Congressional District 5 (116th Congress), Arizona: Summary level: 500, state:04> congressional district:05",AZ-05
"Congressional District 4 (116th Congress), Arizona: Summary level: 500, state:04> congressional district:04",50135.0,21716.0,768077.0,0.4401,2018,"Congressional District 4 (116th Congress), Arizona: Summary level: 500, state:04> congressional district:04",AZ-04
"Congressional District 7 (116th Congress), Arizona: Summary level: 500, state:04> congressional district:07",41714.0,28057.0,801173.0,0.4561,2018,"Congressional District 7 (116th Congress), Arizona: Summary level: 500, state:04> congressional district:07",AZ-07
"Congressional District 2 (116th Congress), Arizona: Summary level: 500, state:04> congressional district:02",52267.0,22345.0,719924.0,0.4697,2018,"Congressional District 2 (116th Congress), Arizona: Summary level: 500, state:04> congressional district:02",AZ-02
"Congressional District 9 (116th Congress), Arizona: Summary level: 500, state:04> congressional district:09",56869.0,22737.0,774776.0,0.4831,2018,"Congressional District 9 (116th Congress), Arizona: Summary level: 500, state:04> congressional district:09",AZ-09
"Congressional District 8 (116th Congress), Arizona: Summary level: 500, state:04> congressional district:08",65813.0,19046.0,777804.0,0.4173,2018,"Congressional District 8 (116th Congress), Arizona: Summary level: 500, state:04> congressional district:08",AZ-08
"Congressional District 1 (116th Congress), Arkansas: Summary level: 500, state:05> congressional district:01",40980.0,20292.0,722915.0,0.4653,2018,"Congressional District 1 (116th Congress), Arkansas: Summary level: 500, state:05> congressional district:01",AR-01
"Congressional District 3 (116th Congress), Arkansas: Summary level: 500, state:05> congressional district:03",50554.0,15881.0,795817.0,0.4798,2018,"Congressional District 3 (116th Congress), Arkansas: Summary level: 500, state:05> congressional district:03",AR-03
"Congressional District 4 (116th Congress), Arkansas: Summary level: 500, state:05> congressional district:04",40937.0,21235.0,711335.0,0.4648,2018,"Congressional District 4 (116th Congress), Arkansas: Summary level: 500, state:05> congressional district:04",AR-04
"Congressional District 2 (116th Congress), Arkansas: Summary level: 500, state:05> congressional district:02",50929.0,18366.0,760604.0,0.4779,2018,"Congressional District 2 (116th Congress), Arkansas: Summary level: 500, state:05> congressional district:02",AR-02
"Congressional District 36 (116th Congress), California: Summary level: 500, state:06> congressional district:36",48534.0,30302.0,743337.0,0.5045,2018,"Congressional District 36 (116th Congress), California: Summary level: 500, state:06> congressional district:36",CA-36
"Congressional District 16 (116th Congress), California: Summary level: 500, state:06> congressional district:16",43327.0,35970.0,728535.0,0.4722,2018,"Congressional District 16 (116th Congress), California: Summary level: 500, state:06> congressional district:16",CA-16
"Congressional District 46 (116th Congress), California: Summary level: 500, state:06> congressional district:46",63750.0,20943.0,728906.0,0.419,2018,"Congressional District 46 (116th Congress), California: Summary level: 500, state:06> congressional district:46",CA-46
"Congressional District 37 (116th Congress), California: Summary level: 500, state:06> congressional district:37",57795.0,27338.0,724002.0,0.5262,2018,"Congressional District 37 (116th Congress), California: Summary level: 500, state:06> congressional district:37",CA-37
"Congressional District 33 (116th Congress), California: Summary level: 500, state:06> congressional district:33",108188.0,20964.0,713727.0,0.5344,2018,"Congressional District 33 (116th Congress), California: Summary level: 500, state:06> congressional district:33",CA-33
"Congressional District 15 (116th Congress), California: Summary level: 500, state:06> congressional district:15",109911.0,17641.0,773841.0,0.4234,2018,"Congressional District 15 (116th Congress), California: Summary level: 500, state:06> congressional district:15",CA-15
"Congressional District 53 (116th Congress), California: Summary level: 500, state:06> congressional district:53",73421.0,27359.0,769137.0,0.4327,2018,"Congressional District 53 (116th Congress), California: Summary level: 500, state:06> congressional district:53",CA-53
"Congressional District 5 (116th Congress), Florida: Summary level: 500, state:12> congressional district:05",41255.0,31029.0,729038.0,0.4562,2018,"Congressional District 5 (116th Congress), Florida: Summary level: 500, state:12> congressional district:05",FL-05
"Congressional District 24 (116th Congress), Florida: Summary level: 500, state:12> congressional district:24",39943.0,34214.0,750906.0,0.4977,2018,"Congressional District 24 (116th Congress), Florida: Summary level: 500, state:12> congressional district:24",FL-24
"Congressional District 16 (116th Congress), Florida: Summary level: 500, state:12> congressional district:16",59440.0,19767.0,804662.0,0.4746,2018,"Congressional District 16 (116th Congress), Florida: Summary level: 500, state:12> congressional district:16",FL-16
