geography,med_household_income,unemployed,total_pop,gini,year,geography_str,state_cd
"Congressional District 8 (116th Congress), Ohio: Summary level: 500, state:39> congressional district:08",62662.0,17670.0,732249.0,0.4297,2020,"Congressional District 8 (116th Congress), Ohio: Summary level: 500, state:39> congressional district:08",OH-08
"Congressional District 10 (116th Congress), Ohio: Summary level: 500, state:39> congressional district:10",56257.0,21340.0,723673.0,0.4624,2020,"Congressional District 10 (116th Congress), Ohio: Summary level: 500, state:39> congressional district:10",OH-10
"Congressional District 12 (116th Congress), Ohio: Summary level: 500, state:39> congressional district:12",77048.0,14339.0,789894.0,0.4534,2020,"Congressional District 12 (116th Congress), Ohio: Summary level: 500, state:39> congressional district:12",OH-12
"Congressional District 13 (116th Congress), Ohio: Summary level: 500, state:39> congressional district:13",47550.0,23433.0,705582.0,0.4496,2020,"Congressional District 13 (116th Congress), Ohio: Summary level: 500, state:39> congressional district:13",OH-13
"Congressional District 15 (116th Congress), Ohio: Summary level: 500, state:39> congressional district:15",67364.0,15526.0,768439.0,0.4411,2020,"Congressional District 15 (116th Congress), Ohio: Summary level: 500, state:39> congressional district:15",OH-15
"Congressional District 1 (116th Congress), Oklahoma: Summary level: 500, state:40> congressional district:01",58084.0,21750.0,806758.0,0.4801,2020,"Congressional District 1 (116th Congress), Oklahoma: Summary level: 500, state:40> congressional district:01",OK-01
"Congressional District 3 (116th Congress), Oklahoma: Summary level: 500, state:40> congressional district:03",53724.0,16130.0,778830.0,0.4483,2020,"Congressional District 3 (116th Congress), Oklahoma: Summary level: 500, state:40> congressional district:03",OK-03
"Congressional District 5 (116th Congress), Oklahoma: Summary level: 500, state:40> congressional district:05",54297.0,19585.0,821362.0,0.4938,2020,"Congressional District 5 (116th Congress), Oklahoma: Summary level: 500, state:40> congressional district:05",OK-05
"Congressional District 1 (116th Congress), Oregon: Summary level: 500, state:41> congressional district:01",81705.0,19945.0,851961.0,0.4386,2020,"Congressional District 1 (116th Congress), Oregon: Summary level: 500, state:41> congressional district:01",OR-01
"Congressional District 3 (116th Congress), Oregon: Summary level: 500, state:41> congressional district:03",71652.0,25187.0,843221.0,0.4562,2020,"Congressional District 3 (116th Congress), Oregon: Summary level: 500, state:41> congressional district:03",OR-03
"Congressional District 5 (116th Congress), Oregon: Summary level: 500, state:41> congressional district:05",67908.0,21169.0,839214.0,0.4543,2020,"Congressional District 5 (116th Congress), Oregon: Summary level: 500, state:41> congressional district:05",OR-05
"Congressional District 2 (116th Congress), Rhode Island: Summary level: 500, state:44> congressional district:02",75462.0,14842.0,525195.0,0.4414,2020,"Congressional District 2 (116th Congress), Rhode Island: Summary level: 500, state:44> congressional district:02",RI-02
"Congressional District 1 (116th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:01",92187.0,16485.0,709715.0,0.4449,2020,"Congressional District 1 (116th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:01",PA-01
"Congressional District 3 (116th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:03",50541.0,31554.0,721131.0,0.546,2020,"Congressional District 3 (116th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:03",PA-03
"Congressional District 5 (116th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:05",72031.0,25136.0,717928.0,0.4952,2020,"Congressional District 5 (116th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:05",PA-05
"Congressional District 6 (116th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:06",87682.0,19013.0,731115.0,0.477,2020,"Congressional District 6 (116th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:06",PA-06
"Congressional District 8 (116th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:08",56379.0,19752.0,694063.0,0.4459,2020,"Congressional District 8 (116th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:08",PA-08
"Congressional District 10 (116th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:10",66783.0,16835.0,736031.0,0.4357,2020,"Congressional District 10 (116th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:10",PA-10
"Congressional District 12 (116th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:12",55878.0,14740.0,696809.0,0.4391,2020,"Congressional District 12 (116th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:12",PA-12
"Congressional District 13 (116th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:13",56691.0,15239.0,695441.0,0.4296,2020,"Congressional District 13 (116th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:13",PA-13
"Congressional District 15 (116th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:15",52492.0,18024.0,677288.0,0.43,2020,"Congressional District 15 (116th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:15",PA-15
"Congressional District 17 (116th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:17",70243.0,16186.0,709873.0,0.4578,2020,"Congressional District 17 (116th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:17",PA-17
"Congressional District 18 (116th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:18",54803.0,20577.0,693130.0,0.486,2020,"Congressional District 18 (116th Congress), Pennsylvania: Summary level: 500, state:42> congressional district:18",PA-18
"Congressional District 2 (116th Congress), South Carolina: Summary level: 500, state:45> congressional district:02",61096.0,19930.0,724704.0,0.4556,2020,"Congressional District 2 (116th Congress), South Carolina: Summary level: 500, state:45> congressional district:02",SC-02
"Congressional District 4 (116th Congress), South Carolina: Summary level: 500, state:45> congressional district:04",59065.0,16692.0,739881.0,0.4734,2020,"Congressional District 4 (116th Congress), South Carolina: Summary level: 500, state:45> congressional district:04",SC-04
"Congressional District 5 (116th Congress), South Carolina: Summary level: 500, state:45> congressional district:05",55760.0,20288.0,729840.0,0.4637,2020,"Congressional District 5 (116th Congress), South Carolina: Summary level: 500, state:45> congressional district:05",SC-05
"Congressional District 7 (116th Congress), South Carolina: Summary level: 500, state:45> congressional district:07",47325.0,21503.0,730743.0,0.4695,2020,"Congressional District 7 (116th Congress), South Carolina: Summary level: 500, state:45> congressional district:07",SC-07
"Congressional District 1 (116th Congress), Tennessee: Summary level: 500, state:47> congressional district:01",45929.0,19739.0,720629.0,0.4673,2020,"Congressional District 1 (116th Congress), Tennessee: Summary level: 500, state:47> congressional district:01",TN-01
"Congressional District 2 (116th Congress), Tennessee: Summary level: 500, state:47> congressional district:02",57100.0,17280.0,754370.0,0.4713,2020,"Congressional District 2 (116th Congress), Tennessee: Summary level: 500, state:47> congressional district:02",TN-02
"Congressional District 3 (116th Congress), Tennessee: Summary level: 500, state:47> congressional district:03",52322.0,19128.0,736098.0,0.4779,2020,"Congressional District 3 (116th Congress), Tennessee: Summary level: 500, state:47> congressional district:03",TN-03
"Congressional District 4 (116th Congress), Tennessee: Summary level: 500, state:47> congressional district:04",57223.0,19139.0,800304.0,0.4343,2020,"Congressional District 4 (116th Congress), Tennessee: Summary level: 500, state:47> congressional district:04",TN-04
"Congressional District 5 (116th Congress), Tennessee: Summary level: 500, state:47> congressional district:05",62029.0,20554.0,773359.0,0.4774,2020,"Congressional District 5 (116th Congress), Tennessee: Summary level: 500, state:47> congressional district:05",TN-05
"Congressional District 6 (116th Congress), Tennessee: Summary level: 500, state:47> congressional district:06",58066.0,16323.0,786772.0,0.4524,2020,"Congressional District 6 (116th Congress), Tennessee: Summary level: 500, state:47> congressional district:06",TN-06
"Congressional District 7 (116th Congress), Tennessee: Summary level: 500, state:47> congressional district:07",61545.0,18417.0,789106.0,0.4885,2020,"Congressional District 7 (116th Congress), Tennessee: Summary level: 500, state:47> congressional district:07",TN-07
"Congressional District 8 (116th Congress), Tennessee: Summary level: 500, state:47> congressional district:08",60828.0,16860.0,708450.0,0.5001,2020,"Congressional District 8 (116th Congress), Tennessee: Summary level: 500, state:47> congressional district:08",TN-08
"Congressional District 9 (116th Congress), Tennessee: Summary level: 500, state:47> congressional district:09",42420.0,29921.0,703180.0,0.4884,2020,"Congressional District 9 (116th Congress), Tennessee: Summary level: 500, state:47> congressional district:09",TN-09
"Congressional District 1 (116th Congress), Utah: Summary level: 500, state:49> congressional district:01",74194.0,12295.0,773796.0,0.4129,2020,"Congressional District 1 (116th Congress), Utah: Summary level: 500, state:49> congressional district:01",UT-01
"Congressional District 1 (116th Congress), Ohio: Summary level: 500, state:39> congressional district:01",62488.0,20726.0,747788.0,0.4929,2020,"Congressional District 1 (116th Congress), Ohio: Summary level: 500, state:39> congressional district:01",OH-01
"Congressional District 2 (116th Congress), Utah: Summary level: 500, state:49> congressional district:02",67049.0,15163.0,781231.0,0.4408,2020,"Congressional District 2 (116th Congress), Utah: Summary level: 500, state:49> congressional district:02",UT-02
"Congressional District 3 (116th Congress), Utah: Summary level: 500, state:49> congressional district:03",77315.0,14158.0,770532.0,0.4471,2020,"Congressional District 3 (116th Congress), Utah: Summary level: 500, state:49> congressional district:03",UT-03
"Congressional District 4 (116th Congress), Utah: Summary level: 500, state:49> congressional district:04",78557.0,16213.0,825680.0,0.3912,2020,"Congressional District 4 (116th Congress), Utah: Summary level: 500, state:49> congressional district:04",UT-04
"Congressional District 1 (116th Congress), Virginia: Summary level: 500, state:51> congressional district:01",91248.0,18084.0,800745.0,0.4124,2020,"Congressional District 1 (116th Congress), Virginia: Summary level: 500, state:51> congressional district:01",VA-01
"Congressional District 2 (116th Congress), Virginia: Summary level: 500, state:51> congressional district:02",73446.0,16775.0,739205.0,0.4395,2020,"Congressional District 2 (116th Congress), Virginia: Summary level: 500, state:51> congressional district:02",VA-02
"Congressional District 3 (116th Congress), Virginia: Summary level: 500, state:51> congressional district:03",57954.0,24217.0,740270.0,0.4564,2020,"Congressional District 3 (116th Congress), Virginia: Summary level: 500, state:51> congressional district:03",VA-03
"Congressional District 4 (116th Congress), Virginia: Summary level: 500, state:51> congressional district:04",62263.0,23470.0,775135.0,0.4627,2020,"Congressional District 4 (116th Congress), Virginia: Summary level: 500, state:51> congressional district:04",VA-04
"Congressional District 5 (116th Congress), Virginia: Summary level: 500, state:51> congressional district:05",58557.0,14510.0,739280.0,0.4804,2020,"Congressional District 5 (116th Congress), Virginia: Summary level: 500, state:51> congressional district:05",VA-05
"Congressional District 6 (116th Congress), Virginia: Summary level: 500, state:51> congressional district:06",57285.0,17100.0,756347.0,0.4599,2020,"Congressional District 6 (116th Congress), Virginia: Summary level: 500, state:51> congressional district:06",VA-06
"Congressional District 8 (116th Congress), Virginia: Summary level: 500, state:51> congressional district:08",111224.0,17439.0,800273.0,0.4446,2020,"Congressional District 8 (116th Congress), Virginia: Summary level: 500, state:51> congressional district:08",VA-08
"Congressional District 10 (116th Congress), Virginia: Summary level: 500, state:51> congressional district:10",132276.0,16618.0,853906.0,0.4325,2020,"Congressional District 10 (116th Congress), Virginia: Summary level: 500, state:51> congressional district:10",VA-10
"Congressional District 11 (116th Congress), Virginia: Summary level: 500, state:51> congressional district:11",117382.0,20163.0,800969.0,0.4093,2020,"Congressional District 11 (116th Congress), Virginia: Summary level: 500, state:51> congressional district:11",VA-11
"Congressional District 2 (116th Congress), Washington: Summary level: 500, state:53> congressional district:02",74591.0,17571.0,753529.0,0.427,2020,"Congressional District 2 (116th Congress), Washington: Summary level: 500, state:53> congressional district:02",WA-02
"Congressional District 5 (116th Congress), Washington: Summary level: 500, state:53> congressional district:05",58180.0,19668.0,724483.0,0.4566,2020,"Congressional District 5 (116th Congress), Washington: Summary level: 500, state:53> congressional district:05",WA-05
"Congressional District 7 (116th Congress), Washington: Summary level: 500, state:53> congressional district:07",97596.0,19793.0,798799.0,0.4734,2020,"Congressional District 7 (116th Congress), Washington: Summary level: 500, state:53> congressional district:07",WA-07
"Congressional District 9 (116th Congress), Washington: Summary level: 500, state:53> congressional district:09",86397.0,19304.0,750506.0,0.4833,2020,"Congressional District 9 (116th Congress), Washington: Summary level: 500, state:53> congressional district:09",WA-09
"Congressional District 1 (116th Congress), West Virginia: Summary level: 500, state:54> congressional district:01",50195.0,18010.0,608716.0,0.4629,2020,"Congressional District 1 (116th Congress), West Virginia: Summary level: 500, state:54> congressional district:01",WV-01
"Congressional District 2 (116th Congress), West Virginia: Summary level: 500, state:54> congressional district:02",53227.0,16924.0,621458.0,0.4547,2020,"Congressional District 2 (116th Congress), West Virginia: Summary level: 500, state:54> congressional district:02",WV-02
"Congressional District 1 (116th Congress), Wisconsin: Summary level: 500, state:55> congressional district:01",69400.0,16645.0,719909.0,0.4311,2020,"Congressional District 1 (116th Congress), Wisconsin: Summary level: 500, state:55> congressional district:01",WI-01
"Congressional District 3 (116th Congress), Wisconsin: Summary level: 500, state:55> congressional district:03",59034.0,12818.0,723425.0,0.4301,2020,"Congressional District 3 (116th Congress), Wisconsin: Summary level: 500, state:55> congressional district:03",WI-03
"Congressional District 4 (116th Congress), Wisconsin: Summary level: 500, state:55> congressional district:04",47062.0,20182.0,708155.0,0.4895,2020,"Congressional District 4 (116th Congress), Wisconsin: Summary level: 500, state:55> congressional district:04",WI-04
"Congressional District 6 (116th Congress), Wisconsin: Summary level: 500, state:55> congressional district:06",63036.0,11799.0,714867.0,0.4323,2020,"Congressional District 6 (116th Congress), Wisconsin: Summary level: 500, state:55> congressional district:06",WI-06
"Congressional District 8 (116th Congress), Wisconsin: Summary level: 500, state:55> congressional district:08",64822.0,11648.0,733446.0,0.4257,2020,"Congressional District 8 (116th Congress), Wisconsin: Summary level: 500, state:55> congressional district:08",WI-08
"Congressional District 1 (116th Congress), Texas: Summary level: 500, state:48> congressional district:01",52977.0,19200.0,722673.0,0.47,2020,"Congressional District 1 (116th Congress), Texas: Summary level: 500, state:48> congressional district:01",TX-01
"Congressional District 3 (116th Congress), Texas: Summary level: 500, state:48> congressional district:03",100748.0,19971.0,896996.0,0.436,2020,"Congressional District 3 (116th Congress), Texas: Summary level: 500, state:48> congressional district:03",TX-03
"Congressional District 5 (116th Congress), Texas: Summary level: 500, state:48> congressional district:05",56161.0,17838.0,758131.0,0.4542,2020,"Congressional District 5 (116th Congress), Texas: Summary level: 500, state:48> congressional district:05",TX-05
"Congressional District 6 (116th Congress), Texas: Summary level: 500, state:48> congressional district:06",73376.0,20586.0,802430.0,0.4145,2020,"Congressional District 6 (116th Congress), Texas: Summary level: 500, state:48> congressional district:06",TX-06
"Congressional District 8 (116th Congress), Texas: Summary level: 500, state:48> congressional district:08",75741.0,19482.0,879149.0,0.4783,2020,"Congressional District 8 (116th Congress), Texas: Summary level: 500, state:48> congressional district:08",TX-08
"Congressional District 10 (116th Congress), Texas: Summary level: 500, state:48> congressional district:10",81492.0,23473.0,904588.0,0.44,2020,"Congressional District 10 (116th Congress), Texas: Summary level: 500, state:48> congressional district:10",TX-10
"Congressional District 12 (116th Congress), Texas: Summary level: 500, state:48> congressional district:12",73095.0,18848.0,824946.0,0.4438,2020,"Congressional District 12 (116th Congress), Texas: Summary level: 500, state:48> congressional district:12",TX-12
"Congressional District 13 (116th Congress), Texas: Summary level: 500, state:48> congressional district:13",54433.0,14311.0,712033.0,0.4539,2020,"Congressional District 13 (116th Congress), Texas: Summary level: 500, state:48> congressional district:13",TX-13
"Congressional District 15 (116th Congress), Texas: Summary level: 500, state:48> congressional district:15",48029.0,22403.0,794094.0,0.4745,2020,"Congressional District 15 (116th Congress), Texas: Summary level: 500, state:48> congressional district:15",TX-15
"Congressional District 17 (116th Congress), Texas: Summary level: 500, state:48> congressional district:17",56681.0,18085.0,790135.0,0.4658,2020,"Congressional District 17 (116th Congress), Texas: Summary level: 500, state:48> congressional district:17",TX-17
"Congressional District 19 (116th Congress), Texas: Summary level: 500, state:48> congressional district:19",52838.0,15074.0,731230.0,0.4657,2020,"Congressional District 19 (116th Congress), Texas: Summary level: 500, state:48> congressional district:19",TX-19
"Congressional District 20 (116th Congress), Texas: Summary level: 500, state:48> congressional district:20",54147.0,26568.0,823263.0,0.4466,2020,"Congressional District 20 (116th Congress), Texas: Summary level: 500, state:48> congressional district:20",TX-20
"Congressional District 22 (116th Congress), Texas: Summary level: 500, state:48> congressional district:22",99747.0,25992.0,941210.0,0.4296,2020,"Congressional District 22 (116th Congress), Texas: Summary level: 500, state:48> congressional district:22",TX-22
"Congressional District 24 (116th Congress), Texas: Summary level: 500, state:48> congressional district:24",78388.0,17970.0,813614.0,0.4546,2020,"Congressional District 24 (116th Congress), Texas: Summary level: 500, state:48> congressional district:24",TX-24
"Congressional District 26 (116th Congress), Texas: Summary level: 500, state:48> congressional district:26",96247.0,20239.0,901361.0,0.424,2020,"Congressional District 26 (116th Congress), Texas: Summary level: 500, state:48> congressional district:26",TX-26
"Congressional District 27 (116th Congress), Texas: Summary level: 500, state:48> congressional district:27",56877.0,18770.0,740663.0,0.4574,2020,"Congressional District 27 (116th Congress), Texas: Summary level: 500, state:48> congressional district:27",TX-27
"Congressional District 29 (116th Congress), Texas: Summary level: 500, state:48> congressional district:29",47194.0,23815.0,739994.0,0.4341,2020,"Congressional District 29 (116th Congress), Texas: Summary level: 500, state:48> congressional district:29",TX-29
"Congressional District 31 (116th Congress), Texas: Summary level: 500, state:48> congressional district:31",75585.0,25261.0,884928.0,0.4239,2020,"Congressional District 31 (116th Congress), Texas: Summary level: 500, state:48> congressional district:31",TX-31
"Congressional District 33 (116th Congress), Texas: Summary level: 500, state:48> congressional district:33",45539.0,23214.0,738970.0,0.4219,2020,"Congressional District 33 (116th Congress), Texas: Summary level: 500, state:48> congressional district:33",TX-33
"Congressional District 34 (116th Congress), Texas: Summary level: 500, state:48> congressional district:34",42014.0,17210.0,719488.0,0.4789,2020,"Congressional District 34 (116th Congress), Texas: Summary level: 500, state:48> congressional district:34",TX-34
"Congressional District 36 (116th Congress), Texas: Summary level: 500, state:48> congressional district:36",62581.0,24329.0,748782.0,0.4584,2020,"Congressional District 36 (116th Congress), Texas: Summary level: 500, state:48> congressional district:36",TX-36
"Congressional District 9 (116th Congress), California: Summary level: 500, state:06> congressional district:09",71817.0,27219.0,775716.0,0.449,2020,"Congressional District 9 (116th Congress), California: Summary level: 500, state:06> congressional district:09",CA-09
"Congressional District 12 (116th Congress), California: Summary level: 500, state:06> congressional district:12",120697.0,22091.0,763777.0,0.5094,2020,"Congressional District 12 (116th Congress), California: Summary level: 500, state:06> congressional district:12",CA-12
"Congressional District 14 (116th Congress), California: Summary level: 500, state:06> congressional district:14",121097.0,18324.0,749549.0,0.4726,2020,"Congressional District 14 (116th Congress), California: Summary level: 500, state:06> congressional district:14",CA-14
"Congressional District 16 (116th Congress), California: Summary level: 500, state:06> congressional district:16",49280.0,34958.0,736400.0,0.4643,2020,"Congressional District 16 (116th Congress), California: Summary level: 500, state:06> congressional district:16",CA-16
"Congressional District 18 (116th Congress), California: Summary level: 500, state:06> congressional district:18",146441.0,14627.0,744487.0,0.4973,2020,"Congressional District 18 (116th Congress), California: Summary level: 500, state:06> congressional district:18",CA-18
"Congressional District 21 (116th Congress), California: Summary level: 500, state:06> congressional district:21",47028.0,29074.0,713346.0,0.4423,2020,"Congressional District 21 (116th Congress), California: Summary level: 500, state:06> congressional district:21",CA-21
"Congressional District 23 (116th Congress), California: Summary level: 500, state:06> congressional district:23",61490.0,28882.0,748143.0,0.4666,2020,"Congressional District 23 (116th Congress), California: Summary level: 500, state:06> congressional district:23",CA-23
"Congressional District 25 (116th Congress), California: Summary level: 500, state:06> congressional district:25",83267.0,20040.0,710525.0,0.4443,2020,"Congressional District 25 (116th Congress), California: Summary level: 500, state:06> congressional district:25",CA-25
"Congressional District 4 (116th Congress), Washington: Summary level: 500, state:53> congressional district:04",60819.0,19544.0,732957.0,0.4326,2020,"Congressional District 4 (116th Congress), Washington: Summary level: 500, state:53> congressional district:04",WA-04
"Congressional District 27 (116th Congress), California: Summary level: 500, state:06> congressional district:27",83765.0,17992.0,711767.0,0.481,2020,"Congressional District 27 (116th Congress), California: Summary level: 500, state:06> congressional district:27",CA-27
"Congressional District 30 (116th Congress), California: Summary level: 500, state:06> congressional district:30",86710.0,28967.0,773221.0,0.491,2020,"Congressional District 30 (116th Congress), California: Summary level: 500, state:06> congressional district:30",CA-30
"Congressional District 32 (116th Congress), California: Summary level: 500, state:06> congressional district:32",74942.0,23226.0,707305.0,0.4165,2020,"Congressional District 32 (116th Congress), California: Summary level: 500, state:06> congressional district:32",CA-32
"Congressional District 34 (116th Congress), California: Summary level: 500, state:06> congressional district:34",50172.0,27707.0,734546.0,0.5045,2020,"Congressional District 34 (116th Congress), California: Summary level: 500, state:06> congressional district:34",CA-34
"Congressional District 36 (116th Congress), California: Summary level: 500, state:06> congressional district:36",52873.0,30267.0,755516.0,0.5064,2020,"Congressional District 36 (116th Congress), California: Summary level: 500, state:06> congressional district:36",CA-36
"Congressional District 39 (116th Congress), California: Summary level: 500, state:06> congressional district:39",95636.0,19859.0,732667.0,0.4346,2020,"Congressional District 39 (116th Congress), California: Summary level: 500, state:06> congressional district:39",CA-39
"Congressional District 41 (116th Congress), California: Summary level: 500, state:06> congressional district:41",71561.0,26735.0,768401.0,0.4125,2020,"Congressional District 41 (116th Congress), California: Summary level: 500, state:06> congressional district:41",CA-41
"Congressional District 43 (116th Congress), California: Summary level: 500, state:06> congressional district:43",64939.0,24470.0,727766.0,0.4709,2020,"Congressional District 43 (116th Congress), California: Summary level: 500, state:06> congressional district:43",CA-43
"Congressional District 45 (116th Congress), California: Summary level: 500, state:06> congressional district:45",111197.0,19326.0,781871.0,0.4547,2020,"Congressional District 45 (116th Congress), California: Summary level: 500, state:06> congressional district:45",CA-45
"Congressional District 48 (116th Congress), California: Summary level: 500, state:06> congressional district:48",99328.0,18859.0,720586.0,0.4892,2020,"Congressional District 48 (116th Congress), California: Summary level: 500, state:06> congressional district:48",CA-48
"Congressional District 50 (116th Congress), California: Summary level: 500, state:06> congressional district:50",81177.0,20056.0,748893.0,0.4336,2020,"Congressional District 50 (116th Congress), California: Summary level: 500, state:06> congressional district:50",CA-50
"Congressional District 52 (116th Congress), California: Summary level: 500, state:06> congressional district:52",102795.0,19359.0,774895.0,0.4573,2020,"Congressional District 52 (116th Congress), California: Summary level: 500, state:06> congressional district:52",CA-52
"Congressional District 1 (116th Congress), Arkansas: Summary level: 500, state:05> congressional district:01",44325.0,20702.0,720941.0,0.4688,2020,"Congressional District 1 (116th Congress), Arkansas: Summary level: 500, state:05> congressional district:01",AR-01
"Congressional District 4 (116th Congress), Arkansas: Summary level: 500, state:05> congressional district:04",43861.0,17731.0,704589.0,0.4639,2020,"Congressional District 4 (116th Congress), Arkansas: Summary level: 500, state:05> congressional district:04",AR-04
"Congressional District 2 (116th Congress), Connecticut: Summary level: 500, state:09> congressional district:02",80744.0,20270.0,701886.0,0.441,2020,"Congressional District 2 (116th Congress), Connecticut: Summary level: 500, state:09> congressional district:02",CT-02
"Congressional District 4 (116th Congress), Connecticut: Summary level: 500, state:09> congressional district:04",101143.0,26653.0,736148.0,0.5532,2020,"Congressional District 4 (116th Congress), Connecticut: Summary level: 500, state:09> congressional district:04",CT-04
"Congressional District 1 (116th Congress), Colorado: Summary level: 500, state:08> congressional district:01",75128.0,20933.0,843348.0,0.4865,2020,"Congressional District 1 (116th Congress), Colorado: Summary level: 500, state:08> congressional district:01",CO-01
"Congressional District 3 (116th Congress), Colorado: Summary level: 500, state:08> congressional district:03",58209.0,20702.0,752192.0,0.4612,2020,"Congressional District 3 (116th Congress), Colorado: Summary level: 500, state:08> congressional district:03",CO-03
"Congressional District 5 (116th Congress), Colorado: Summary level: 500, state:08> congressional district:05",69691.0,22632.0,811504.0,0.4371,2020,"Congressional District 5 (116th Congress), Colorado: Summary level: 500, state:08> congressional district:05",CO-05
"Congressional District 7 (116th Congress), Colorado: Summary level: 500, state:08> congressional district:07",76406.0,18059.0,797811.0,0.4183,2020,"Congressional District 7 (116th Congress), Colorado: Summary level: 500, state:08> congressional district:07",CO-07
"Congressional District 1 (116th Congress), Georgia: Summary level: 500, state:13> congressional district:01",54772.0,23684.0,744521.0,0.4659,2020,"Congressional District 1 (116th Congress), Georgia: Summary level: 500, state:13> congressional district:01",GA-01
"Congressional District 3 (116th Congress), Georgia: Summary level: 500, state:13> congressional district:03",65076.0,18780.0,746086.0,0.4597,2020,"Congressional District 3 (116th Congress), Georgia: Summary level: 500, state:13> congressional district:03",GA-03
"Congressional District 5 (116th Congress), Georgia: Summary level: 500, state:13> congressional district:05",57586.0,29261.0,780778.0,0.5433,2020,"Congressional District 5 (116th Congress), Georgia: Summary level: 500, state:13> congressional district:05",GA-05
"Congressional District 7 (116th Congress), Georgia: Summary level: 500, state:13> congressional district:07",80096.0,16610.0,833680.0,0.4427,2020,"Congressional District 7 (116th Congress), Georgia: Summary level: 500, state:13> congressional district:07",GA-07
"Congressional District 9 (116th Congress), Georgia: Summary level: 500, state:13> congressional district:09",59198.0,14924.0,762916.0,0.4561,2020,"Congressional District 9 (116th Congress), Georgia: Summary level: 500, state:13> congressional district:09",GA-09
"Congressional District 9 (116th Congress), Illinois: Summary level: 500, state:17> congressional district:09",77821.0,16519.0,724967.0,0.5142,2020,"Congressional District 9 (116th Congress), Illinois: Summary level: 500, state:17> congressional district:09",IL-09
"Congressional District 11 (116th Congress), Illinois: Summary level: 500, state:17> congressional district:11",80435.0,20742.0,717503.0,0.4274,2020,"Congressional District 11 (116th Congress), Illinois: Summary level: 500, state:17> congressional district:11",IL-11
"Congressional District 13 (116th Congress), Illinois: Summary level: 500, state:17> congressional district:13",54091.0,18913.0,700322.0,0.4711,2020,"Congressional District 13 (116th Congress), Illinois: Summary level: 500, state:17> congressional district:13",IL-13
"Congressional District 15 (116th Congress), Illinois: Summary level: 500, state:17> congressional district:15",55696.0,15879.0,687456.0,0.4407,2020,"Congressional District 15 (116th Congress), Illinois: Summary level: 500, state:17> congressional district:15",IL-15
"Congressional District 17 (116th Congress), Illinois: Summary level: 500, state:17> congressional district:17",50713.0,22322.0,675779.0,0.4449,2020,"Congressional District 17 (116th Congress), Illinois: Summary level: 500, state:17> congressional district:17",IL-17
"Congressional District 1 (116th Congress), Iowa: Summary level: 500, state:19> congressional district:01",61857.0,16463.0,772873.0,0.4395,2020,"Congressional District 1 (116th Congress), Iowa: Summary level: 500, state:19> congressional district:01",IA-01
"Congressional District 3 (116th Congress), Iowa: Summary level: 500, state:19> congressional district:03",68789.0,19274.0,841226.0,0.4344,2020,"Congressional District 3 (116th Congress), Iowa: Summary level: 500, state:19> congressional district:03",IA-03
"Congressional District 1 (116th Congress), Maryland: Summary level: 500, state:24> congressional district:01",78951.0,18755.0,734056.0,0.4457,2020,"Congressional District 1 (116th Congress), Maryland: Summary level: 500, state:24> congressional district:01",MD-01
"Congressional District 3 (116th Congress), Maryland: Summary level: 500, state:24> congressional district:03",93724.0,17726.0,756291.0,0.4496,2020,"Congressional District 3 (116th Congress), Maryland: Summary level: 500, state:24> congressional district:03",MD-03
"Congressional District 5 (116th Congress), Maryland: Summary level: 500, state:24> congressional district:05",104284.0,20359.0,764867.0,0.39,2020,"Congressional District 5 (116th Congress), Maryland: Summary level: 500, state:24> congressional district:05",MD-05
"Congressional District 8 (116th Congress), Maryland: Summary level: 500, state:24> congressional district:08",110108.0,17884.0,769645.0,0.4665,2020,"Congressional District 8 (116th Congress), Maryland: Summary level: 500, state:24> congressional district:08",MD-08
"Congressional District 2 (116th Congress), Michigan: Summary level: 500, state:26> congressional district:02",60728.0,18399.0,742674.0,0.4246,2020,"Congressional District 2 (116th Congress), Michigan: Summary level: 500, state:26> congressional district:02",MI-02
"Congressional District 4 (116th Congress), Michigan: Summary level: 500, state:26> congressional district:04",53585.0,17389.0,701523.0,0.452,2020,"Congressional District 4 (116th Congress), Michigan: Summary level: 500, state:26> congressional district:04",MI-04
