Segment,state,CD119_2024,CD119_2024_Name,US Senator 1: Name,US Senator 1: Party,US Senator 2: Name,US Senator 2: Party,US Representative Name,US Representative Party,quarter,Estimated_Actual_Quarterly_Expenditure,StateName,population,real_gdp,Total Federal Investment,Federal investment per capita,Federal investment as a fraction of state GDP,year
Manufacturing,sc,4502,SC-02,Lindsey Graham,Republican,Tim Scott,Republican,Joe Wilson,Republican,2024-Q1,54.320918,South Carolina,5426225.323098,336398.174384,254.501335,46.902095,0.003026,2024
Manufacturing,sc,4502,SC-02,Lindsey Graham,Republican,Tim Scott,Republican,Joe Wilson,Republican,2024-Q2,176.542982,South Carolina,5452464.719113,340090.476164,270.187736,49.553321,0.003178,2024
Manufacturing,sc,4502,SC-02,Lindsey Graham,Republican,Tim Scott,Republican,Joe Wilson,Republican,2024-Q3,178.483015,South Carolina,5478831.0,342597.871973,284.818132,51.985201,0.003325,2024
Manufacturing,sc,4502,SC-02,Lindsey Graham,Republican,Tim Scott,Republican,Joe Wilson,Republican,2024-Q4,178.483015,South Carolina,5505616.630295,345123.754139,388.023369,70.477731,0.004497,2024
Manufacturing,sc,4503,SC-03,Lindsey Graham,Republican,Tim Scott,Republican,Sheri Biggs,Republican,2023-Q2,0.152399,South Carolina,5350822.686184,324125.131739,85.715323,16.019092,0.001058,2023
Manufacturing,sc,4503,SC-03,Lindsey Graham,Republican,Tim Scott,Republican,Sheri Biggs,Republican,2023-Q3,98.195933,South Carolina,5373555.0,329280.31506,147.621218,27.471798,0.001793,2023
Manufacturing,sc,4503,SC-03,Lindsey Graham,Republican,Tim Scott,Republican,Sheri Biggs,Republican,2023-Q4,138.925893,South Carolina,5399825.943126,332944.538499,156.805034,29.038905,0.001884,2023
Manufacturing,sc,4503,SC-03,Lindsey Graham,Republican,Tim Scott,Republican,Sheri Biggs,Republican,2024-Q1,137.415829,South Carolina,5426225.323098,336398.174384,254.501335,46.902095,0.003026,2024
Manufacturing,sc,4503,SC-03,Lindsey Graham,Republican,Tim Scott,Republican,Sheri Biggs,Republican,2024-Q2,123.547545,South Carolina,5452464.719113,340090.476164,270.187736,49.553321,0.003178,2024
Manufacturing,sc,4503,SC-03,Lindsey Graham,Republican,Tim Scott,Republican,Sheri Biggs,Republican,2024-Q3,124.905211,South Carolina,5478831.0,342597.871973,284.818132,51.985201,0.003325,2024
Manufacturing,sc,4503,SC-03,Lindsey Graham,Republican,Tim Scott,Republican,Sheri Biggs,Republican,2024-Q4,124.905211,South Carolina,5505616.630295,345123.754139,388.023369,70.477731,0.004497,2024
Manufacturing,sc,4504,SC-04,Lindsey Graham,Republican,Tim Scott,Republican,William Timmons,Republican,2018-Q1,1.427814,South Carolina,5059564.379481,286685.472477,,,,2018
Manufacturing,sc,4504,SC-04,Lindsey Graham,Republican,Tim Scott,Republican,William Timmons,Republican,2018-Q2,1.443678,South Carolina,5075518.976738,288892.430042,,,,2018
Manufacturing,sc,4504,SC-04,Lindsey Graham,Republican,Tim Scott,Republican,William Timmons,Republican,2018-Q3,1.459543,South Carolina,5091702.0,289715.12542,,,,2018
Manufacturing,sc,4504,SC-04,Lindsey Graham,Republican,Tim Scott,Republican,William Timmons,Republican,2018-Q4,1.459543,South Carolina,5108257.578415,291419.48069,,,,2018
Manufacturing,sc,4504,SC-04,Lindsey Graham,Republican,Tim Scott,Republican,William Timmons,Republican,2019-Q1,1.427814,South Carolina,5124866.986998,294412.63179,,,,2019
Manufacturing,sc,4504,SC-04,Lindsey Graham,Republican,Tim Scott,Republican,William Timmons,Republican,2019-Q2,1.443678,South Carolina,5141167.57717,295507.687071,,,,2019
Manufacturing,sc,4504,SC-04,Lindsey Graham,Republican,Tim Scott,Republican,William Timmons,Republican,2019-Q3,1.459543,South Carolina,5157702.0,300120.95842,,,,2019
Manufacturing,sc,4504,SC-04,Lindsey Graham,Republican,Tim Scott,Republican,William Timmons,Republican,2019-Q4,1.459543,South Carolina,5151267.399919,303417.355598,,,,2019
Manufacturing,sc,4504,SC-04,Lindsey Graham,Republican,Tim Scott,Republican,William Timmons,Republican,2020-Q1,1.443678,South Carolina,5144840.827458,293632.053924,,,,2020
Manufacturing,sc,4504,SC-04,Lindsey Graham,Republican,Tim Scott,Republican,William Timmons,Republican,2020-Q2,1.443678,South Carolina,5138491.99644,274836.412773,,,,2020
Manufacturing,sc,4504,SC-04,Lindsey Graham,Republican,Tim Scott,Republican,William Timmons,Republican,2020-Q3,1.459543,South Carolina,5132151.0,298556.994852,,,,2020
Manufacturing,sc,4504,SC-04,Lindsey Graham,Republican,Tim Scott,Republican,William Timmons,Republican,2020-Q4,1.459543,South Carolina,5147632.596472,299609.932622,,,,2020
Manufacturing,sc,4504,SC-04,Lindsey Graham,Republican,Tim Scott,Republican,William Timmons,Republican,2021-Q1,1.427814,South Carolina,5163160.894577,301058.774994,,,,2021
Manufacturing,sc,4504,SC-04,Lindsey Graham,Republican,Tim Scott,Republican,William Timmons,Republican,2021-Q2,1.443678,South Carolina,5178396.946101,306132.531127,,,,2021
Manufacturing,sc,4504,SC-04,Lindsey Graham,Republican,Tim Scott,Republican,William Timmons,Republican,2021-Q3,1.459543,South Carolina,5193848.0,307446.597464,,,,2021
Manufacturing,sc,4504,SC-04,Lindsey Graham,Republican,Tim Scott,Republican,William Timmons,Republican,2022-Q1,4.836693,South Carolina,5238578.230543,313337.433307,16.907989,3.227591,0.000216,2022
Manufacturing,sc,4504,SC-04,Lindsey Graham,Republican,Tim Scott,Republican,William Timmons,Republican,2022-Q2,27.633945,South Carolina,5260597.237015,316086.302845,41.374182,7.864921,0.000524,2022
Manufacturing,sc,4504,SC-04,Lindsey Graham,Republican,Tim Scott,Republican,William Timmons,Republican,2022-Q3,28.119109,South Carolina,5282955.0,318366.264096,25.268424,4.78301,0.000317,2022
Manufacturing,sc,4504,SC-04,Lindsey Graham,Republican,Tim Scott,Republican,William Timmons,Republican,2022-Q4,32.300515,South Carolina,5305646.152409,322973.919777,52.917991,9.973901,0.000655,2022
Manufacturing,sc,4504,SC-04,Lindsey Graham,Republican,Tim Scott,Republican,William Timmons,Republican,2023-Q1,54.535083,South Carolina,5328434.767014,323330.514702,120.239716,22.565673,0.001488,2023
Manufacturing,sc,4504,SC-04,Lindsey Graham,Republican,Tim Scott,Republican,William Timmons,Republican,2023-Q2,67.239907,South Carolina,5350822.686184,324125.131739,85.715323,16.019092,0.001058,2023
Manufacturing,sc,4504,SC-04,Lindsey Graham,Republican,Tim Scott,Republican,William Timmons,Republican,2023-Q3,124.033525,South Carolina,5373555.0,329280.31506,147.621218,27.471798,0.001793,2023
Manufacturing,sc,4504,SC-04,Lindsey Graham,Republican,Tim Scott,Republican,William Timmons,Republican,2023-Q4,124.033525,South Carolina,5399825.943126,332944.538499,156.805034,29.038905,0.001884,2023
Manufacturing,sc,4504,SC-04,Lindsey Graham,Republican,Tim Scott,Republican,William Timmons,Republican,2024-Q1,122.685334,South Carolina,5426225.323098,336398.174384,254.501335,46.902095,0.003026,2024
Manufacturing,sc,4504,SC-04,Lindsey Graham,Republican,Tim Scott,Republican,William Timmons,Republican,2024-Q2,122.685334,South Carolina,5452464.719113,340090.476164,270.187736,49.553321,0.003178,2024
Manufacturing,sc,4504,SC-04,Lindsey Graham,Republican,Tim Scott,Republican,William Timmons,Republican,2024-Q3,125.503071,South Carolina,5478831.0,342597.871973,284.818132,51.985201,0.003325,2024
Manufacturing,sc,4504,SC-04,Lindsey Graham,Republican,Tim Scott,Republican,William Timmons,Republican,2024-Q4,124.033525,South Carolina,5505616.630295,345123.754139,388.023369,70.477731,0.004497,2024
Manufacturing,sc,4505,SC-05,Lindsey Graham,Republican,Tim Scott,Republican,Ralph Norman,Republican,2021-Q1,11.262193,South Carolina,5163160.894577,301058.774994,,,,2021
Manufacturing,sc,4505,SC-05,Lindsey Graham,Republican,Tim Scott,Republican,Ralph Norman,Republican,2021-Q2,13.139225,South Carolina,5178396.946101,306132.531127,,,,2021
Manufacturing,sc,4505,SC-05,Lindsey Graham,Republican,Tim Scott,Republican,Ralph Norman,Republican,2021-Q3,13.815557,South Carolina,5193848.0,307446.597464,,,,2021
Manufacturing,sc,4505,SC-05,Lindsey Graham,Republican,Tim Scott,Republican,Ralph Norman,Republican,2021-Q4,17.048147,South Carolina,5216165.168546,312424.88724,,,,2021
Manufacturing,sc,4505,SC-05,Lindsey Graham,Republican,Tim Scott,Republican,Ralph Norman,Republican,2022-Q1,3.682698,South Carolina,5238578.230543,313337.433307,16.907989,3.227591,0.000216,2022
Manufacturing,sc,4505,SC-05,Lindsey Graham,Republican,Tim Scott,Republican,Ralph Norman,Republican,2022-Q2,3.723616,South Carolina,5260597.237015,316086.302845,41.374182,7.864921,0.000524,2022
Manufacturing,sc,4505,SC-05,Lindsey Graham,Republican,Tim Scott,Republican,Ralph Norman,Republican,2022-Q3,3.764535,South Carolina,5282955.0,318366.264096,25.268424,4.78301,0.000317,2022
Manufacturing,sc,4505,SC-05,Lindsey Graham,Republican,Tim Scott,Republican,Ralph Norman,Republican,2022-Q4,0.040919,South Carolina,5305646.152409,322973.919777,52.917991,9.973901,0.000655,2022
Manufacturing,sc,4505,SC-05,Lindsey Graham,Republican,Tim Scott,Republican,Ralph Norman,Republican,2023-Q4,6.002068,South Carolina,5399825.943126,332944.538499,156.805034,29.038905,0.001884,2023
Manufacturing,sc,4505,SC-05,Lindsey Graham,Republican,Tim Scott,Republican,Ralph Norman,Republican,2024-Q1,19.535285,South Carolina,5426225.323098,336398.174384,254.501335,46.902095,0.003026,2024
Manufacturing,sc,4505,SC-05,Lindsey Graham,Republican,Tim Scott,Republican,Ralph Norman,Republican,2024-Q2,19.849919,South Carolina,5452464.719113,340090.476164,270.187736,49.553321,0.003178,2024
Manufacturing,sc,4505,SC-05,Lindsey Graham,Republican,Tim Scott,Republican,Ralph Norman,Republican,2024-Q3,15.509461,South Carolina,5478831.0,342597.871973,284.818132,51.985201,0.003325,2024
Manufacturing,sc,4505,SC-05,Lindsey Graham,Republican,Tim Scott,Republican,Ralph Norman,Republican,2024-Q4,9.830259,South Carolina,5505616.630295,345123.754139,388.023369,70.477731,0.004497,2024
Manufacturing,sc,4506,SC-06,Lindsey Graham,Republican,Tim Scott,Republican,James Clyburn,Democratic,2021-Q2,0.069212,South Carolina,5178396.946101,306132.531127,,,,2021
Manufacturing,sc,4506,SC-06,Lindsey Graham,Republican,Tim Scott,Republican,James Clyburn,Democratic,2021-Q3,6.367517,South Carolina,5193848.0,307446.597464,,,,2021
Manufacturing,sc,4506,SC-06,Lindsey Graham,Republican,Tim Scott,Republican,James Clyburn,Democratic,2021-Q4,6.367517,South Carolina,5216165.168546,312424.88724,,,,2021
Manufacturing,sc,4506,SC-06,Lindsey Graham,Republican,Tim Scott,Republican,James Clyburn,Democratic,2022-Q1,6.229092,South Carolina,5238578.230543,313337.433307,16.907989,3.227591,0.000216,2022
Manufacturing,sc,4506,SC-06,Lindsey Graham,Republican,Tim Scott,Republican,James Clyburn,Democratic,2022-Q2,6.298305,South Carolina,5260597.237015,316086.302845,41.374182,7.864921,0.000524,2022
Manufacturing,sc,4506,SC-06,Lindsey Graham,Republican,Tim Scott,Republican,James Clyburn,Democratic,2022-Q3,6.367517,South Carolina,5282955.0,318366.264096,25.268424,4.78301,0.000317,2022
Manufacturing,sc,4506,SC-06,Lindsey Graham,Republican,Tim Scott,Republican,James Clyburn,Democratic,2022-Q4,6.367517,South Carolina,5305646.152409,322973.919777,52.917991,9.973901,0.000655,2022
Manufacturing,sc,4506,SC-06,Lindsey Graham,Republican,Tim Scott,Republican,James Clyburn,Democratic,2023-Q1,19.430047,South Carolina,5328434.767014,323330.514702,120.239716,22.565673,0.001488,2023
Manufacturing,sc,4506,SC-06,Lindsey Graham,Republican,Tim Scott,Republican,James Clyburn,Democratic,2023-Q2,30.905045,South Carolina,5350822.686184,324125.131739,85.715323,16.019092,0.001058,2023
Manufacturing,sc,4506,SC-06,Lindsey Graham,Republican,Tim Scott,Republican,James Clyburn,Democratic,2023-Q3,34.619832,South Carolina,5373555.0,329280.31506,147.621218,27.471798,0.001793,2023
Manufacturing,sc,4506,SC-06,Lindsey Graham,Republican,Tim Scott,Republican,James Clyburn,Democratic,2023-Q4,34.619832,South Carolina,5399825.943126,332944.538499,156.805034,29.038905,0.001884,2023
Manufacturing,sc,4506,SC-06,Lindsey Graham,Republican,Tim Scott,Republican,James Clyburn,Democratic,2024-Q1,366.894374,South Carolina,5426225.323098,336398.174384,254.501335,46.902095,0.003026,2024
Manufacturing,sc,4506,SC-06,Lindsey Graham,Republican,Tim Scott,Republican,James Clyburn,Democratic,2024-Q2,485.488858,South Carolina,5452464.719113,340090.476164,270.187736,49.553321,0.003178,2024
Manufacturing,sc,4506,SC-06,Lindsey Graham,Republican,Tim Scott,Republican,James Clyburn,Democratic,2024-Q3,483.590519,South Carolina,5478831.0,342597.871973,284.818132,51.985201,0.003325,2024
Manufacturing,sc,4506,SC-06,Lindsey Graham,Republican,Tim Scott,Republican,James Clyburn,Democratic,2024-Q4,483.511031,South Carolina,5505616.630295,345123.754139,388.023369,70.477731,0.004497,2024
Manufacturing,sc,4507,SC-07,Lindsey Graham,Republican,Tim Scott,Republican,Russell Fry,Republican,2023-Q2,34.822159,South Carolina,5350822.686184,324125.131739,85.715323,16.019092,0.001058,2023
Manufacturing,sc,4507,SC-07,Lindsey Graham,Republican,Tim Scott,Republican,Russell Fry,Republican,2023-Q3,133.484943,South Carolina,5373555.0,329280.31506,147.621218,27.471798,0.001793,2023
Manufacturing,sc,4507,SC-07,Lindsey Graham,Republican,Tim Scott,Republican,Russell Fry,Republican,2023-Q4,133.484943,South Carolina,5399825.943126,332944.538499,156.805034,29.038905,0.001884,2023
Manufacturing,sc,4507,SC-07,Lindsey Graham,Republican,Tim Scott,Republican,Russell Fry,Republican,2024-Q1,132.03402,South Carolina,5426225.323098,336398.174384,254.501335,46.902095,0.003026,2024
Manufacturing,sc,4507,SC-07,Lindsey Graham,Republican,Tim Scott,Republican,Russell Fry,Republican,2024-Q2,138.803646,South Carolina,5452464.719113,340090.476164,270.187736,49.553321,0.003178,2024
Manufacturing,sc,4507,SC-07,Lindsey Graham,Republican,Tim Scott,Republican,Russell Fry,Republican,2024-Q3,258.046057,South Carolina,5478831.0,342597.871973,284.818132,51.985201,0.003325,2024
Manufacturing,sc,4507,SC-07,Lindsey Graham,Republican,Tim Scott,Republican,Russell Fry,Republican,2024-Q4,258.046057,South Carolina,5505616.630295,345123.754139,388.023369,70.477731,0.004497,2024
Manufacturing,sd,4600,SD-00,Mike Rounds,Republican,John Thune,Republican,Dusty Johnson,Republican,2023-Q2,3.138391,South Dakota,916953.078728,73585.105741,38.351483,41.824913,0.002085,2023
Manufacturing,sd,4600,SD-00,Mike Rounds,Republican,John Thune,Republican,Dusty Johnson,Republican,2023-Q3,11.549278,South Dakota,919318.0,74405.067977,65.980895,71.771569,0.003547,2023
Manufacturing,sd,4600,SD-00,Mike Rounds,Republican,John Thune,Republican,Dusty Johnson,Republican,2023-Q4,3.138391,South Dakota,920660.139454,74816.049863,45.120543,49.008902,0.002412,2023
Manufacturing,tn,4703,TN-03,Marsha Blackburn,Republican,Bill Hagerty,Republican,Charles J. Fleischmann,Republican,2019-Q1,13.811701,Tennessee,6804416.844951,454183.525419,,,,2019
Manufacturing,tn,4703,TN-03,Marsha Blackburn,Republican,Bill Hagerty,Republican,Charles J. Fleischmann,Republican,2019-Q2,66.150779,Tennessee,6817287.046001,455465.136321,,,,2019
Manufacturing,tn,4703,TN-03,Marsha Blackburn,Republican,Bill Hagerty,Republican,Charles J. Fleischmann,Republican,2019-Q3,66.87771,Tennessee,6830325.0,461375.520619,,,,2019
Manufacturing,tn,4703,TN-03,Marsha Blackburn,Republican,Bill Hagerty,Republican,Charles J. Fleischmann,Republican,2019-Q4,66.87771,Tennessee,6854272.014365,463899.104973,,,,2019
Manufacturing,tn,4703,TN-03,Marsha Blackburn,Republican,Bill Hagerty,Republican,Charles J. Fleischmann,Republican,2020-Q1,66.150779,Tennessee,6878302.986594,467699.896067,,,,2020
Manufacturing,tn,4703,TN-03,Marsha Blackburn,Republican,Bill Hagerty,Republican,Charles J. Fleischmann,Republican,2020-Q2,66.150779,Tennessee,6902155.635069,417267.846443,,,,2020
Manufacturing,tn,4703,TN-03,Marsha Blackburn,Republican,Bill Hagerty,Republican,Charles J. Fleischmann,Republican,2020-Q3,66.87771,Tennessee,6926091.0,464387.966863,,,,2020
Manufacturing,tn,4703,TN-03,Marsha Blackburn,Republican,Bill Hagerty,Republican,Charles J. Fleischmann,Republican,2020-Q4,66.87771,Tennessee,6935553.598793,474002.25071,,,,2020
Manufacturing,tn,4703,TN-03,Marsha Blackburn,Republican,Bill Hagerty,Republican,Charles J. Fleischmann,Republican,2021-Q1,65.423847,Tennessee,6945029.125626,488236.49963,,,,2021
Manufacturing,tn,4703,TN-03,Marsha Blackburn,Republican,Bill Hagerty,Republican,Charles J. Fleischmann,Republican,2021-Q2,67.388276,Tennessee,6954311.189239,492543.76926,,,,2021
Manufacturing,tn,4703,TN-03,Marsha Blackburn,Republican,Bill Hagerty,Republican,Charles J. Fleischmann,Republican,2021-Q3,79.527684,Tennessee,6963709.0,495829.273497,,,,2021
Manufacturing,tn,4703,TN-03,Marsha Blackburn,Republican,Bill Hagerty,Republican,Charles J. Fleischmann,Republican,2021-Q4,79.527684,Tennessee,6985103.238596,507240.455104,,,,2021
Manufacturing,tn,4703,TN-03,Marsha Blackburn,Republican,Bill Hagerty,Republican,Charles J. Fleischmann,Republican,2022-Q1,77.798821,Tennessee,7006563.205591,509891.760132,59.863585,8.54393,0.00047,2022
Manufacturing,tn,4703,TN-03,Marsha Blackburn,Republican,Bill Hagerty,Republican,Charles J. Fleischmann,Republican,2022-Q2,78.663252,Tennessee,7027620.446155,510746.1674,9.751331,1.387572,7.6e-05,2022
Manufacturing,tn,4703,TN-03,Marsha Blackburn,Republican,Bill Hagerty,Republican,Charles J. Fleischmann,Republican,2022-Q3,31.550196,Tennessee,7048976.0,513802.655256,10.110796,1.434364,7.9e-05,2022
Manufacturing,tn,4703,TN-03,Marsha Blackburn,Republican,Bill Hagerty,Republican,Charles J. Fleischmann,Republican,2022-Q4,12.649973,Tennessee,7068433.689394,519928.843452,65.376475,9.249075,0.000503,2022
Manufacturing,tn,4703,TN-03,Marsha Blackburn,Republican,Bill Hagerty,Republican,Charles J. Fleischmann,Republican,2023-Q1,12.374974,Tennessee,7087945.088954,519492.831495,192.808543,27.202319,0.001485,2023
Manufacturing,tn,4703,TN-03,Marsha Blackburn,Republican,Bill Hagerty,Republican,Charles J. Fleischmann,Republican,2023-Q2,12.512474,Tennessee,7107084.441512,519787.910294,149.257642,21.001248,0.001149,2023
Manufacturing,tn,4703,TN-03,Marsha Blackburn,Republican,Bill Hagerty,Republican,Charles J. Fleischmann,Republican,2023-Q3,12.649973,Tennessee,7126489.0,524258.133887,156.801901,22.002686,0.001196,2023
Manufacturing,tn,4703,TN-03,Marsha Blackburn,Republican,Bill Hagerty,Republican,Charles J. Fleischmann,Republican,2023-Q4,12.649973,Tennessee,7151808.314947,528587.424323,163.720465,22.892177,0.001239,2023
Manufacturing,tn,4703,TN-03,Marsha Blackburn,Republican,Bill Hagerty,Republican,Charles J. Fleischmann,Republican,2024-Q1,12.512474,Tennessee,7177217.58551,529010.223796,270.717996,37.719073,0.002047,2024
Manufacturing,tn,4703,TN-03,Marsha Blackburn,Republican,Bill Hagerty,Republican,Charles J. Fleischmann,Republican,2024-Q2,12.512474,Tennessee,7202439.475877,532969.564693,563.371982,78.219607,0.004228,2024
Manufacturing,tn,4703,TN-03,Marsha Blackburn,Republican,Bill Hagerty,Republican,Charles J. Fleischmann,Republican,2024-Q3,16.456794,Tennessee,7227750.0,538298.599716,568.214317,78.615657,0.004222,2024
Manufacturing,tn,4703,TN-03,Marsha Blackburn,Republican,Bill Hagerty,Republican,Charles J. Fleischmann,Republican,2024-Q4,362.87744,Tennessee,7253429.079643,543680.918484,606.035057,83.551525,0.004459,2024
Manufacturing,tn,4704,TN-04,Marsha Blackburn,Republican,Bill Hagerty,Republican,Scott DesJarlais,Republican,2022-Q4,10.875608,Tennessee,7068433.689394,519928.843452,65.376475,9.249075,0.000503,2022
Manufacturing,tn,4704,TN-04,Marsha Blackburn,Republican,Bill Hagerty,Republican,Scott DesJarlais,Republican,2023-Q1,20.880172,Tennessee,7087945.088954,519492.831495,192.808543,27.202319,0.001485,2023
Manufacturing,tn,4704,TN-04,Marsha Blackburn,Republican,Bill Hagerty,Republican,Scott DesJarlais,Republican,2023-Q2,10.757395,Tennessee,7107084.441512,519787.910294,149.257642,21.001248,0.001149,2023
Manufacturing,tn,4704,TN-04,Marsha Blackburn,Republican,Bill Hagerty,Republican,Scott DesJarlais,Republican,2023-Q3,10.875608,Tennessee,7126489.0,524258.133887,156.801901,22.002686,0.001196,2023
Manufacturing,tn,4704,TN-04,Marsha Blackburn,Republican,Bill Hagerty,Republican,Scott DesJarlais,Republican,2023-Q4,11.619121,Tennessee,7151808.314947,528587.424323,163.720465,22.892177,0.001239,2023
Manufacturing,tn,4704,TN-04,Marsha Blackburn,Republican,Bill Hagerty,Republican,Scott DesJarlais,Republican,2024-Q1,11.798313,Tennessee,7177217.58551,529010.223796,270.717996,37.719073,0.002047,2024
Manufacturing,tn,4704,TN-04,Marsha Blackburn,Republican,Bill Hagerty,Republican,Scott DesJarlais,Republican,2024-Q2,11.798313,Tennessee,7202439.475877,532969.564693,563.371982,78.219607,0.004228,2024
Manufacturing,tn,4704,TN-04,Marsha Blackburn,Republican,Bill Hagerty,Republican,Scott DesJarlais,Republican,2024-Q3,11.927965,Tennessee,7227750.0,538298.599716,568.214317,78.615657,0.004222,2024
Manufacturing,tn,4704,TN-04,Marsha Blackburn,Republican,Bill Hagerty,Republican,Scott DesJarlais,Republican,2024-Q4,11.927965,Tennessee,7253429.079643,543680.918484,606.035057,83.551525,0.004459,2024
Manufacturing,tn,4705,TN-05,Marsha Blackburn,Republican,Bill Hagerty,Republican,Andy Ogles,Republican,2019-Q1,2.329753,Tennessee,6804416.844951,454183.525419,,,,2019
Manufacturing,tn,4705,TN-05,Marsha Blackburn,Republican,Bill Hagerty,Republican,Andy Ogles,Republican,2019-Q2,4.416824,Tennessee,6817287.046001,455465.136321,,,,2019
Manufacturing,tn,4705,TN-05,Marsha Blackburn,Republican,Bill Hagerty,Republican,Andy Ogles,Republican,2019-Q3,4.465361,Tennessee,6830325.0,461375.520619,,,,2019
Manufacturing,tn,4705,TN-05,Marsha Blackburn,Republican,Bill Hagerty,Republican,Andy Ogles,Republican,2019-Q4,4.465361,Tennessee,6854272.014365,463899.104973,,,,2019
Manufacturing,tn,4705,TN-05,Marsha Blackburn,Republican,Bill Hagerty,Republican,Andy Ogles,Republican,2020-Q1,4.416824,Tennessee,6878302.986594,467699.896067,,,,2020
Manufacturing,tn,4705,TN-05,Marsha Blackburn,Republican,Bill Hagerty,Republican,Andy Ogles,Republican,2020-Q2,4.416824,Tennessee,6902155.635069,417267.846443,,,,2020
Manufacturing,tn,4705,TN-05,Marsha Blackburn,Republican,Bill Hagerty,Republican,Andy Ogles,Republican,2020-Q3,4.465361,Tennessee,6926091.0,464387.966863,,,,2020
Manufacturing,tn,4705,TN-05,Marsha Blackburn,Republican,Bill Hagerty,Republican,Andy Ogles,Republican,2020-Q4,4.465361,Tennessee,6935553.598793,474002.25071,,,,2020
Manufacturing,tn,4705,TN-05,Marsha Blackburn,Republican,Bill Hagerty,Republican,Andy Ogles,Republican,2021-Q1,107.069318,Tennessee,6945029.125626,488236.49963,,,,2021
Manufacturing,tn,4705,TN-05,Marsha Blackburn,Republican,Bill Hagerty,Republican,Andy Ogles,Republican,2021-Q2,136.047723,Tennessee,6954311.189239,492543.76926,,,,2021
Manufacturing,tn,4705,TN-05,Marsha Blackburn,Republican,Bill Hagerty,Republican,Andy Ogles,Republican,2021-Q3,399.145545,Tennessee,6963709.0,495829.273497,,,,2021
Manufacturing,tn,4705,TN-05,Marsha Blackburn,Republican,Bill Hagerty,Republican,Andy Ogles,Republican,2021-Q4,399.145545,Tennessee,6985103.238596,507240.455104,,,,2021
Manufacturing,tn,4705,TN-05,Marsha Blackburn,Republican,Bill Hagerty,Republican,Andy Ogles,Republican,2022-Q1,390.468468,Tennessee,7006563.205591,509891.760132,59.863585,8.54393,0.00047,2022
Manufacturing,tn,4705,TN-05,Marsha Blackburn,Republican,Bill Hagerty,Republican,Andy Ogles,Republican,2022-Q2,509.271777,Tennessee,7027620.446155,510746.1674,9.751331,1.387572,7.6e-05,2022
Manufacturing,tn,4705,TN-05,Marsha Blackburn,Republican,Bill Hagerty,Republican,Andy Ogles,Republican,2022-Q3,515.730034,Tennessee,7048976.0,513802.655256,10.110796,1.434364,7.9e-05,2022
Manufacturing,tn,4705,TN-05,Marsha Blackburn,Republican,Bill Hagerty,Republican,Andy Ogles,Republican,2022-Q4,399.145545,Tennessee,7068433.689394,519928.843452,65.376475,9.249075,0.000503,2022
Manufacturing,tn,4705,TN-05,Marsha Blackburn,Republican,Bill Hagerty,Republican,Andy Ogles,Republican,2023-Q1,390.468468,Tennessee,7087945.088954,519492.831495,192.808543,27.202319,0.001485,2023
Manufacturing,tn,4705,TN-05,Marsha Blackburn,Republican,Bill Hagerty,Republican,Andy Ogles,Republican,2023-Q2,394.807006,Tennessee,7107084.441512,519787.910294,149.257642,21.001248,0.001149,2023
Manufacturing,tn,4705,TN-05,Marsha Blackburn,Republican,Bill Hagerty,Republican,Andy Ogles,Republican,2023-Q3,400.255161,Tennessee,7126489.0,524258.133887,156.801901,22.002686,0.001196,2023
Manufacturing,tn,4705,TN-05,Marsha Blackburn,Republican,Bill Hagerty,Republican,Andy Ogles,Republican,2023-Q4,384.234274,Tennessee,7151808.314947,528587.424323,163.720465,22.892177,0.001239,2023
Manufacturing,tn,4705,TN-05,Marsha Blackburn,Republican,Bill Hagerty,Republican,Andy Ogles,Republican,2024-Q1,176.380249,Tennessee,7177217.58551,529010.223796,270.717996,37.719073,0.002047,2024
Manufacturing,tn,4705,TN-05,Marsha Blackburn,Republican,Bill Hagerty,Republican,Andy Ogles,Republican,2024-Q2,202.32591,Tennessee,7202439.475877,532969.564693,563.371982,78.219607,0.004228,2024
Manufacturing,tn,4705,TN-05,Marsha Blackburn,Republican,Bill Hagerty,Republican,Andy Ogles,Republican,2024-Q3,170.572797,Tennessee,7227750.0,538298.599716,568.214317,78.615657,0.004222,2024
Manufacturing,tn,4705,TN-05,Marsha Blackburn,Republican,Bill Hagerty,Republican,Andy Ogles,Republican,2024-Q4,170.572797,Tennessee,7253429.079643,543680.918484,606.035057,83.551525,0.004459,2024
Manufacturing,tn,4707,TN-07,Marsha Blackburn,Republican,Bill Hagerty,Republican,Mark Green,Republican,2021-Q2,5.785588,Tennessee,6954311.189239,492543.76926,,,,2021
Manufacturing,tn,4707,TN-07,Marsha Blackburn,Republican,Bill Hagerty,Republican,Mark Green,Republican,2021-Q3,10.236041,Tennessee,6963709.0,495829.273497,,,,2021
Manufacturing,tn,4707,TN-07,Marsha Blackburn,Republican,Bill Hagerty,Republican,Mark Green,Republican,2021-Q4,10.236041,Tennessee,6985103.238596,507240.455104,,,,2021
Manufacturing,tn,4707,TN-07,Marsha Blackburn,Republican,Bill Hagerty,Republican,Mark Green,Republican,2022-Q1,10.013518,Tennessee,7006563.205591,509891.760132,59.863585,8.54393,0.00047,2022
Manufacturing,tn,4707,TN-07,Marsha Blackburn,Republican,Bill Hagerty,Republican,Mark Green,Republican,2022-Q2,10.12478,Tennessee,7027620.446155,510746.1674,9.751331,1.387572,7.6e-05,2022
