Segment,state,CD119_2024,CD119_2024_Name,US Senator 1: Name,US Senator 1: Party,US Senator 2: Name,US Senator 2: Party,US Representative Name,US Representative Party,quarter,Estimated_Actual_Quarterly_Expenditure,StateName,population,real_gdp,Total Federal Investment,Federal investment per capita,Federal investment as a fraction of state GDP,year
Energy and Industry,ak,200,AK-00,Lisa Murkowski,Republican,Daniel S. Sullivan,Republican,Nicholas Begich,Republican,2018-Q1,1.213665,Alaska,738782.371731,66548.447892,,,,2018
Energy and Industry,ak,200,AK-00,Lisa Murkowski,Republican,Daniel S. Sullivan,Republican,Nicholas Begich,Republican,2018-Q2,1.213665,Alaska,737708.35887,66065.079402,,,,2018
Energy and Industry,ak,200,AK-00,Lisa Murkowski,Republican,Daniel S. Sullivan,Republican,Nicholas Begich,Republican,2018-Q3,1.213665,Alaska,736624.0,65974.068599,,,,2018
Energy and Industry,ak,200,AK-00,Lisa Murkowski,Republican,Daniel S. Sullivan,Republican,Nicholas Begich,Republican,2018-Q4,1.213665,Alaska,735861.371808,65679.463257,,,,2018
Energy and Industry,ak,200,AK-00,Lisa Murkowski,Republican,Daniel S. Sullivan,Republican,Nicholas Begich,Republican,2019-Q1,1.213665,Alaska,735099.533167,65271.600026,,,,2019
Energy and Industry,ak,200,AK-00,Lisa Murkowski,Republican,Daniel S. Sullivan,Republican,Nicholas Begich,Republican,2019-Q2,3.401571,Alaska,734355.019441,65291.824649,,,,2019
Energy and Industry,ak,200,AK-00,Lisa Murkowski,Republican,Daniel S. Sullivan,Republican,Nicholas Begich,Republican,2019-Q3,1.213665,Alaska,733603.0,66694.065178,,,,2019
Energy and Industry,ak,200,AK-00,Lisa Murkowski,Republican,Daniel S. Sullivan,Republican,Nicholas Begich,Republican,2019-Q4,0.578541,Alaska,733442.324652,66495.189718,,,,2019
Energy and Industry,ak,200,AK-00,Lisa Murkowski,Republican,Daniel S. Sullivan,Republican,Nicholas Begich,Republican,2020-Q1,0.521958,Alaska,733281.684496,65867.552251,,,,2020
Energy and Industry,ak,200,AK-00,Lisa Murkowski,Republican,Daniel S. Sullivan,Republican,Nicholas Begich,Republican,2020-Q2,0.926514,Alaska,733122.82504,60732.520466,,,,2020
Energy and Industry,ak,200,AK-00,Lisa Murkowski,Republican,Daniel S. Sullivan,Republican,Nicholas Begich,Republican,2020-Q3,7.016452,Alaska,732964.0,62641.724879,,,,2020
Energy and Industry,ak,200,AK-00,Lisa Murkowski,Republican,Daniel S. Sullivan,Republican,Nicholas Begich,Republican,2020-Q4,17.812916,Alaska,733457.282571,64214.526396,,,,2020
Energy and Industry,ak,200,AK-00,Lisa Murkowski,Republican,Daniel S. Sullivan,Republican,Nicholas Begich,Republican,2021-Q1,17.408361,Alaska,733950.89712,64410.031085,,,,2021
Energy and Industry,ak,200,AK-00,Lisa Murkowski,Republican,Daniel S. Sullivan,Republican,Nicholas Begich,Republican,2021-Q2,17.408361,Alaska,734434.102363,64239.470098,,,,2021
Energy and Industry,ak,200,AK-00,Lisa Murkowski,Republican,Daniel S. Sullivan,Republican,Nicholas Begich,Republican,2021-Q3,17.408361,Alaska,734923.0,64797.669693,,,,2021
Energy and Industry,ak,200,AK-00,Lisa Murkowski,Republican,Daniel S. Sullivan,Republican,Nicholas Begich,Republican,2021-Q4,17.408361,Alaska,734507.517378,65655.867863,,,,2021
Energy and Industry,ak,200,AK-00,Lisa Murkowski,Republican,Daniel S. Sullivan,Republican,Nicholas Begich,Republican,2022-Q4,0.191169,Alaska,733308.764951,65295.869573,8.514859,11.61156,0.000522,2022
Energy and Industry,ak,200,AK-00,Lisa Murkowski,Republican,Daniel S. Sullivan,Republican,Nicholas Begich,Republican,2023-Q1,4.396897,Alaska,733341.531366,66222.831462,7.372871,10.053802,0.000445,2023
Energy and Industry,ak,200,AK-00,Lisa Murkowski,Republican,Daniel S. Sullivan,Republican,Nicholas Begich,Republican,2023-Q2,6.290215,Alaska,733373.586885,67895.407786,8.543955,11.650209,0.000503,2023
Energy and Industry,ak,200,AK-00,Lisa Murkowski,Republican,Daniel S. Sullivan,Republican,Nicholas Begich,Republican,2023-Q3,4.11444,Alaska,733406.0,69023.94175,13.721972,18.709926,0.000795,2023
Energy and Industry,ak,200,AK-00,Lisa Murkowski,Republican,Daniel S. Sullivan,Republican,Nicholas Begich,Republican,2023-Q4,0.946659,Alaska,735091.165168,69081.919003,32.319315,43.966403,0.001871,2023
Energy and Industry,al,101,AL-01,Katie Britt,Republican,Tommy Tuberville,Republican,Barry Moore,Republican,2022-Q1,16.99284,Alabama,5062224.507206,293910.433898,5.119942,1.011402,7e-05,2022
Energy and Industry,al,101,AL-01,Katie Britt,Republican,Tommy Tuberville,Republican,Barry Moore,Republican,2022-Q2,25.489259,Alabama,5068028.128794,294193.112566,5.863794,1.157017,8e-05,2022
Energy and Industry,al,101,AL-01,Katie Britt,Republican,Tommy Tuberville,Republican,Barry Moore,Republican,2022-Q3,25.489259,Alabama,5073903.0,297079.127159,5.694005,1.122214,7.7e-05,2022
Energy and Industry,al,101,AL-01,Katie Britt,Republican,Tommy Tuberville,Republican,Barry Moore,Republican,2022-Q4,25.489259,Alabama,5082593.166121,300767.410734,10.31292,2.029067,0.000137,2022
Energy and Industry,al,101,AL-01,Katie Britt,Republican,Tommy Tuberville,Republican,Barry Moore,Republican,2023-Q1,25.489259,Alabama,5091298.216047,301857.742739,182.855599,35.915319,0.002423,2023
Energy and Industry,al,101,AL-01,Katie Britt,Republican,Tommy Tuberville,Republican,Barry Moore,Republican,2024-Q3,9.971473,Alabama,5157699.0,316233.972148,195.199022,37.846144,0.002469,2024
Energy and Industry,al,101,AL-01,Katie Britt,Republican,Tommy Tuberville,Republican,Barry Moore,Republican,2024-Q4,29.914418,Alabama,5170148.445483,320908.376495,211.778995,40.961879,0.00264,2024
Energy and Industry,al,102,AL-02,Katie Britt,Republican,Tommy Tuberville,Republican,Shomari Figures,Democratic,2021-Q2,7.325043,Alabama,5045757.316039,289702.560009,,,,2021
Energy and Industry,al,102,AL-02,Katie Britt,Republican,Tommy Tuberville,Republican,Shomari Figures,Democratic,2021-Q3,39.467758,Alabama,5050380.0,289907.165521,,,,2021
Energy and Industry,al,102,AL-02,Katie Britt,Republican,Tommy Tuberville,Republican,Shomari Figures,Democratic,2021-Q4,48.214072,Alabama,5056298.785347,294244.263944,,,,2021
Energy and Industry,al,102,AL-02,Katie Britt,Republican,Tommy Tuberville,Republican,Shomari Figures,Democratic,2022-Q1,48.214072,Alabama,5062224.507206,293910.433898,5.119942,1.011402,7e-05,2022
Energy and Industry,al,102,AL-02,Katie Britt,Republican,Tommy Tuberville,Republican,Shomari Figures,Democratic,2022-Q2,48.214072,Alabama,5068028.128794,294193.112566,5.863794,1.157017,8e-05,2022
Energy and Industry,al,102,AL-02,Katie Britt,Republican,Tommy Tuberville,Republican,Shomari Figures,Democratic,2022-Q3,48.214072,Alabama,5073903.0,297079.127159,5.694005,1.122214,7.7e-05,2022
Energy and Industry,al,102,AL-02,Katie Britt,Republican,Tommy Tuberville,Republican,Shomari Figures,Democratic,2022-Q4,48.214072,Alabama,5082593.166121,300767.410734,10.31292,2.029067,0.000137,2022
Energy and Industry,al,103,AL-03,Katie Britt,Republican,Tommy Tuberville,Republican,Mike Rogers,Republican,2022-Q3,0.339928,Alabama,5073903.0,297079.127159,5.694005,1.122214,7.7e-05,2022
Energy and Industry,al,103,AL-03,Katie Britt,Republican,Tommy Tuberville,Republican,Mike Rogers,Republican,2022-Q4,0.694965,Alabama,5082593.166121,300767.410734,10.31292,2.029067,0.000137,2022
Energy and Industry,al,103,AL-03,Katie Britt,Republican,Tommy Tuberville,Republican,Mike Rogers,Republican,2023-Q1,0.679857,Alabama,5091298.216047,301857.742739,182.855599,35.915319,0.002423,2023
Energy and Industry,al,103,AL-03,Katie Britt,Republican,Tommy Tuberville,Republican,Mike Rogers,Republican,2023-Q2,0.355036,Alabama,5099828.452227,303222.67688,97.024543,19.02506,0.00128,2023
Energy and Industry,al,103,AL-03,Katie Britt,Republican,Tommy Tuberville,Republican,Mike Rogers,Republican,2024-Q4,114.318039,Alabama,5170148.445483,320908.376495,211.778995,40.961879,0.00264,2024
Energy and Industry,al,104,AL-04,Katie Britt,Republican,Tommy Tuberville,Republican,Robert Aderholt,Republican,2020-Q2,23.245358,Alabama,5000769.380926,259219.030871,,,,2020
Energy and Industry,al,104,AL-04,Katie Britt,Republican,Tommy Tuberville,Republican,Robert Aderholt,Republican,2020-Q3,69.736075,Alabama,5031864.0,282433.679971,,,,2020
Energy and Industry,al,104,AL-04,Katie Britt,Republican,Tommy Tuberville,Republican,Robert Aderholt,Republican,2020-Q4,69.736075,Alabama,5036524.637868,282681.360328,,,,2020
Energy and Industry,al,104,AL-04,Katie Britt,Republican,Tommy Tuberville,Republican,Robert Aderholt,Republican,2021-Q1,69.736075,Alabama,5041189.592535,288081.868978,,,,2021
Energy and Industry,al,104,AL-04,Katie Britt,Republican,Tommy Tuberville,Republican,Robert Aderholt,Republican,2021-Q2,69.736075,Alabama,5045757.316039,289702.560009,,,,2021
Energy and Industry,al,105,AL-05,Katie Britt,Republican,Tommy Tuberville,Republican,Dale Strong,Republican,2018-Q3,8.583093,Alabama,4891628.0,274093.313172,,,,2018
Energy and Industry,al,105,AL-05,Katie Britt,Republican,Tommy Tuberville,Republican,Dale Strong,Republican,2018-Q4,17.166186,Alabama,4895740.686052,275948.22367,,,,2018
Energy and Industry,al,105,AL-05,Katie Britt,Republican,Tommy Tuberville,Republican,Dale Strong,Republican,2023-Q4,13.22823,Alabama,5120798.613684,309115.854066,94.122699,18.380473,0.001218,2023
Energy and Industry,al,105,AL-05,Katie Britt,Republican,Tommy Tuberville,Republican,Dale Strong,Republican,2024-Q1,19.842345,Alabama,5133158.990506,309043.165266,178.247585,34.724735,0.002307,2024
Energy and Industry,al,105,AL-05,Katie Britt,Republican,Tommy Tuberville,Republican,Dale Strong,Republican,2024-Q2,13.22823,Alabama,5145414.365449,311627.655946,188.484885,36.631624,0.002419,2024
Energy and Industry,al,107,AL-07,Katie Britt,Republican,Tommy Tuberville,Republican,Terri Sewell,Democratic,2018-Q1,33.259331,Alabama,4884859.79076,273802.55797,,,,2018
Energy and Industry,al,107,AL-07,Katie Britt,Republican,Tommy Tuberville,Republican,Terri Sewell,Democratic,2018-Q2,33.259331,Alabama,4888224.027308,273872.554593,,,,2018
Energy and Industry,al,107,AL-07,Katie Britt,Republican,Tommy Tuberville,Republican,Terri Sewell,Democratic,2018-Q3,33.259331,Alabama,4891628.0,274093.313172,,,,2018
Energy and Industry,al,107,AL-07,Katie Britt,Republican,Tommy Tuberville,Republican,Terri Sewell,Democratic,2018-Q4,33.259331,Alabama,4895740.686052,275948.22367,,,,2018
Energy and Industry,ar,501,AR-01,John Boozman,Republican,Tom Cotton,Republican,Rick Crawford,Republican,2018-Q1,0.750708,Arkansas,3008039.267513,157506.716827,,,,2018
Energy and Industry,ar,501,AR-01,John Boozman,Republican,Tom Cotton,Republican,Rick Crawford,Republican,2018-Q2,0.750708,Arkansas,3010088.042291,157471.094437,,,,2018
Energy and Industry,ar,501,AR-01,John Boozman,Republican,Tom Cotton,Republican,Rick Crawford,Republican,2018-Q3,0.250236,Arkansas,3012161.0,158384.886159,,,,2018
Energy and Industry,ar,501,AR-01,John Boozman,Republican,Tom Cotton,Republican,Rick Crawford,Republican,2018-Q4,0.439585,Arkansas,3014382.699039,158601.718093,,,,2018
Energy and Industry,ar,501,AR-01,John Boozman,Republican,Tom Cotton,Republican,Rick Crawford,Republican,2019-Q1,0.659377,Arkansas,3016606.03675,157760.719949,,,,2019
Energy and Industry,ar,501,AR-01,John Boozman,Republican,Tom Cotton,Republican,Rick Crawford,Republican,2019-Q2,0.439585,Arkansas,3018782.62782,157859.843119,,,,2019
Energy and Industry,ar,501,AR-01,John Boozman,Republican,Tom Cotton,Republican,Rick Crawford,Republican,2019-Q4,34.918054,Arkansas,3019315.309341,161002.357362,,,,2019
Energy and Industry,ar,501,AR-01,John Boozman,Republican,Tom Cotton,Republican,Rick Crawford,Republican,2020-Q1,52.050856,Arkansas,3017646.541516,160090.11444,,,,2020
Energy and Industry,ar,501,AR-01,John Boozman,Republican,Tom Cotton,Republican,Rick Crawford,Republican,2020-Q2,51.77876,Arkansas,3015996.819814,152662.071902,,,,2020
Energy and Industry,ar,501,AR-01,John Boozman,Republican,Tom Cotton,Republican,Rick Crawford,Republican,2020-Q3,18.056376,Arkansas,3014348.0,164064.334029,,,,2020
Energy and Industry,ar,501,AR-01,John Boozman,Republican,Tom Cotton,Republican,Rick Crawford,Republican,2020-Q4,1.141056,Arkansas,3017894.516627,164999.808944,,,,2020
Energy and Industry,ar,501,AR-01,John Boozman,Republican,Tom Cotton,Republican,Rick Crawford,Republican,2021-Q2,0.855792,Arkansas,3024922.748533,172409.265888,,,,2021
Energy and Industry,ar,501,AR-01,John Boozman,Republican,Tom Cotton,Republican,Rick Crawford,Republican,2021-Q3,1.260422,Arkansas,3028443.0,172217.214746,,,,2021
Energy and Industry,ar,501,AR-01,John Boozman,Republican,Tom Cotton,Republican,Rick Crawford,Republican,2021-Q4,4.938506,Arkansas,3032960.149735,174387.082885,,,,2021
Energy and Industry,ar,501,AR-01,John Boozman,Republican,Tom Cotton,Republican,Rick Crawford,Republican,2022-Q1,6.474076,Arkansas,3037484.037137,173271.947225,43.317674,14.261038,0.001,2022
Energy and Industry,ar,501,AR-01,John Boozman,Republican,Tom Cotton,Republican,Rick Crawford,Republican,2022-Q2,4.046298,Arkansas,3041916.108367,172759.294581,15.974395,5.251425,0.00037,2022
Energy and Industry,ar,501,AR-01,John Boozman,Republican,Tom Cotton,Republican,Rick Crawford,Republican,2022-Q4,26.763722,Arkansas,3051765.806825,177032.432479,22.306352,7.309326,0.000504,2022
Energy and Industry,ar,501,AR-01,John Boozman,Republican,Tom Cotton,Republican,Rick Crawford,Republican,2023-Q1,149.587292,Arkansas,3057137.05067,177955.516998,40.237773,13.161913,0.000904,2023
Energy and Industry,ar,501,AR-01,John Boozman,Republican,Tom Cotton,Republican,Rick Crawford,Republican,2023-Q2,161.71521,Arkansas,3062400.675819,177586.902711,30.524742,9.967586,0.000688,2023
Energy and Industry,ar,501,AR-01,John Boozman,Republican,Tom Cotton,Republican,Rick Crawford,Republican,2023-Q3,451.766935,Arkansas,3067732.0,178477.462439,34.293274,11.178706,0.000769,2023
Energy and Industry,ar,501,AR-01,John Boozman,Republican,Tom Cotton,Republican,Rick Crawford,Republican,2023-Q4,223.847517,Arkansas,3072902.679617,180405.717852,127.634525,41.535492,0.00283,2023
Energy and Industry,ar,501,AR-01,John Boozman,Republican,Tom Cotton,Republican,Rick Crawford,Republican,2024-Q1,262.861629,Arkansas,3078082.074443,182671.611562,58.314592,18.945106,0.001277,2024
Energy and Industry,ar,501,AR-01,John Boozman,Republican,Tom Cotton,Republican,Rick Crawford,Republican,2024-Q2,297.774552,Arkansas,3083213.759527,183334.49776,159.327886,51.675913,0.003476,2024
Energy and Industry,ar,501,AR-01,John Boozman,Republican,Tom Cotton,Republican,Rick Crawford,Republican,2024-Q3,455.928602,Arkansas,3088354.0,186413.511222,213.776882,69.22033,0.004587,2024
Energy and Industry,ar,501,AR-01,John Boozman,Republican,Tom Cotton,Republican,Rick Crawford,Republican,2024-Q4,164.436078,Arkansas,3093559.438114,189544.235214,162.982728,52.684531,0.003439,2024
Energy and Industry,ar,502,AR-02,John Boozman,Republican,Tom Cotton,Republican,French Hill,Republican,2020-Q4,14.910921,Arkansas,3017894.516627,164999.808944,,,,2020
Energy and Industry,ar,502,AR-02,John Boozman,Republican,Tom Cotton,Republican,French Hill,Republican,2021-Q1,42.564757,Arkansas,3021445.205891,168422.655902,,,,2021
Energy and Industry,ar,502,AR-02,John Boozman,Republican,Tom Cotton,Republican,French Hill,Republican,2021-Q2,41.842088,Arkansas,3024922.748533,172409.265888,,,,2021
Energy and Industry,ar,502,AR-02,John Boozman,Republican,Tom Cotton,Republican,French Hill,Republican,2021-Q3,40.39675,Arkansas,3028443.0,172217.214746,,,,2021
Energy and Industry,ar,502,AR-02,John Boozman,Republican,Tom Cotton,Republican,French Hill,Republican,2021-Q4,26.931167,Arkansas,3032960.149735,174387.082885,,,,2021
Energy and Industry,ar,502,AR-02,John Boozman,Republican,Tom Cotton,Republican,French Hill,Republican,2022-Q1,16.617998,Arkansas,3037484.037137,173271.947225,43.317674,14.261038,0.001,2022
Energy and Industry,ar,502,AR-02,John Boozman,Republican,Tom Cotton,Republican,French Hill,Republican,2022-Q2,24.926996,Arkansas,3041916.108367,172759.294581,15.974395,5.251425,0.00037,2022
Energy and Industry,ar,502,AR-02,John Boozman,Republican,Tom Cotton,Republican,French Hill,Republican,2022-Q3,24.926996,Arkansas,3046404.0,174859.466741,16.639399,5.46198,0.000381,2022
Energy and Industry,ar,502,AR-02,John Boozman,Republican,Tom Cotton,Republican,French Hill,Republican,2022-Q4,25.351817,Arkansas,3051765.806825,177032.432479,22.306352,7.309326,0.000504,2022
Energy and Industry,ar,502,AR-02,John Boozman,Republican,Tom Cotton,Republican,French Hill,Republican,2023-Q1,25.564228,Arkansas,3057137.05067,177955.516998,40.237773,13.161913,0.000904,2023
Energy and Industry,ar,502,AR-02,John Boozman,Republican,Tom Cotton,Republican,French Hill,Republican,2023-Q2,25.351817,Arkansas,3062400.675819,177586.902711,30.524742,9.967586,0.000688,2023
Energy and Industry,ar,503,AR-03,John Boozman,Republican,Tom Cotton,Republican,Steve Womack,Republican,2018-Q1,0.250236,Arkansas,3008039.267513,157506.716827,,,,2018
Energy and Industry,ar,503,AR-03,John Boozman,Republican,Tom Cotton,Republican,Steve Womack,Republican,2019-Q2,20.820168,Arkansas,3018782.62782,157859.843119,,,,2019
Energy and Industry,ar,503,AR-03,John Boozman,Republican,Tom Cotton,Republican,Steve Womack,Republican,2019-Q3,20.820168,Arkansas,3020985.0,159586.754593,,,,2019
Energy and Industry,ar,503,AR-03,John Boozman,Republican,Tom Cotton,Republican,Steve Womack,Republican,2021-Q2,0.242778,Arkansas,3024922.748533,172409.265888,,,,2021
Energy and Industry,ar,503,AR-03,John Boozman,Republican,Tom Cotton,Republican,Steve Womack,Republican,2021-Q3,0.728334,Arkansas,3028443.0,172217.214746,,,,2021
Energy and Industry,ar,503,AR-03,John Boozman,Republican,Tom Cotton,Republican,Steve Womack,Republican,2021-Q4,0.728334,Arkansas,3032960.149735,174387.082885,,,,2021
Energy and Industry,ar,503,AR-03,John Boozman,Republican,Tom Cotton,Republican,Steve Womack,Republican,2022-Q4,0.424821,Arkansas,3051765.806825,177032.432479,22.306352,7.309326,0.000504,2022
Energy and Industry,ar,503,AR-03,John Boozman,Republican,Tom Cotton,Republican,Steve Womack,Republican,2023-Q1,0.637231,Arkansas,3057137.05067,177955.516998,40.237773,13.161913,0.000904,2023
Energy and Industry,ar,503,AR-03,John Boozman,Republican,Tom Cotton,Republican,Steve Womack,Republican,2023-Q2,0.424821,Arkansas,3062400.675819,177586.902711,30.524742,9.967586,0.000688,2023
Energy and Industry,ar,503,AR-03,John Boozman,Republican,Tom Cotton,Republican,Steve Womack,Republican,2024-Q4,32.00059,Arkansas,3093559.438114,189544.235214,162.982728,52.684531,0.003439,2024
Energy and Industry,ar,504,AR-04,John Boozman,Republican,Tom Cotton,Republican,Bruce Westerman,Republican,2018-Q1,0.750708,Arkansas,3008039.267513,157506.716827,,,,2018
Energy and Industry,ar,504,AR-04,John Boozman,Republican,Tom Cotton,Republican,Bruce Westerman,Republican,2018-Q2,0.750708,Arkansas,3010088.042291,157471.094437,,,,2018
Energy and Industry,ar,504,AR-04,John Boozman,Republican,Tom Cotton,Republican,Bruce Westerman,Republican,2018-Q3,0.250236,Arkansas,3012161.0,158384.886159,,,,2018
Energy and Industry,ar,504,AR-04,John Boozman,Republican,Tom Cotton,Republican,Bruce Westerman,Republican,2019-Q2,0.967087,Arkansas,3018782.62782,157859.843119,,,,2019
Energy and Industry,ar,504,AR-04,John Boozman,Republican,Tom Cotton,Republican,Bruce Westerman,Republican,2019-Q3,1.45063,Arkansas,3020985.0,159586.754593,,,,2019
Energy and Industry,ar,504,AR-04,John Boozman,Republican,Tom Cotton,Republican,Bruce Westerman,Republican,2019-Q4,1.619535,Arkansas,3019315.309341,161002.357362,,,,2019
Energy and Industry,ar,504,AR-04,John Boozman,Republican,Tom Cotton,Republican,Bruce Westerman,Republican,2020-Q1,0.978672,Arkansas,3017646.541516,160090.11444,,,,2020
Energy and Industry,ar,504,AR-04,John Boozman,Republican,Tom Cotton,Republican,Bruce Westerman,Republican,2020-Q2,2.14752,Arkansas,3015996.819814,152662.071902,,,,2020
Energy and Industry,ar,504,AR-04,John Boozman,Republican,Tom Cotton,Republican,Bruce Westerman,Republican,2020-Q3,1.875424,Arkansas,3014348.0,164064.334029,,,,2020
Energy and Industry,ar,504,AR-04,John Boozman,Republican,Tom Cotton,Republican,Bruce Westerman,Republican,2020-Q4,1.005493,Arkansas,3017894.516627,164999.808944,,,,2020
Energy and Industry,ar,504,AR-04,John Boozman,Republican,Tom Cotton,Republican,Bruce Westerman,Republican,2021-Q1,2.49606,Arkansas,3021445.205891,168422.655902,,,,2021
Energy and Industry,ar,504,AR-04,John Boozman,Republican,Tom Cotton,Republican,Bruce Westerman,Republican,2021-Q2,2.49606,Arkansas,3024922.748533,172409.265888,,,,2021
Energy and Industry,ar,504,AR-04,John Boozman,Republican,Tom Cotton,Republican,Bruce Westerman,Republican,2021-Q3,1.66404,Arkansas,3028443.0,172217.214746,,,,2021
Energy and Industry,ar,504,AR-04,John Boozman,Republican,Tom Cotton,Republican,Bruce Westerman,Republican,2021-Q4,0.606945,Arkansas,3032960.149735,174387.082885,,,,2021
Energy and Industry,ar,504,AR-04,John Boozman,Republican,Tom Cotton,Republican,Bruce Westerman,Republican,2022-Q1,0.606945,Arkansas,3037484.037137,173271.947225,43.317674,14.261038,0.001,2022
Energy and Industry,ar,504,AR-04,John Boozman,Republican,Tom Cotton,Republican,Bruce Westerman,Republican,2022-Q2,0.202315,Arkansas,3041916.108367,172759.294581,15.974395,5.251425,0.00037,2022
Energy and Industry,ar,504,AR-04,John Boozman,Republican,Tom Cotton,Republican,Bruce Westerman,Republican,2022-Q4,3.058711,Arkansas,3051765.806825,177032.432479,22.306352,7.309326,0.000504,2022
Energy and Industry,ar,504,AR-04,John Boozman,Republican,Tom Cotton,Republican,Bruce Westerman,Republican,2023-Q1,8.156563,Arkansas,3057137.05067,177955.516998,40.237773,13.161913,0.000904,2023
Energy and Industry,ar,504,AR-04,John Boozman,Republican,Tom Cotton,Republican,Bruce Westerman,Republican,2023-Q2,6.153481,Arkansas,3062400.675819,177586.902711,30.524742,9.967586,0.000688,2023
Energy and Industry,ar,504,AR-04,John Boozman,Republican,Tom Cotton,Republican,Bruce Westerman,Republican,2023-Q3,6.119064,Arkansas,3067732.0,178477.462439,34.293274,11.178706,0.000769,2023
Energy and Industry,ar,504,AR-04,John Boozman,Republican,Tom Cotton,Republican,Bruce Westerman,Republican,2023-Q4,4.41978,Arkansas,3072902.679617,180405.717852,127.634525,41.535492,0.00283,2023
Energy and Industry,ar,504,AR-04,John Boozman,Republican,Tom Cotton,Republican,Bruce Westerman,Republican,2024-Q1,44.47669,Arkansas,3078082.074443,182671.611562,58.314592,18.945106,0.001277,2024
Energy and Industry,ar,504,AR-04,John Boozman,Republican,Tom Cotton,Republican,Bruce Westerman,Republican,2024-Q2,139.660517,Arkansas,3083213.759527,183334.49776,159.327886,51.675913,0.003476,2024
Energy and Industry,ar,504,AR-04,John Boozman,Republican,Tom Cotton,Republican,Bruce Westerman,Republican,2024-Q3,118.849932,Arkansas,3088354.0,186413.511222,213.776882,69.22033,0.004587,2024
Energy and Industry,az,402,AZ-02,Ruben Gallego,Democratic,Mark Kelly,Democratic,Eli Crane,Republican,2018-Q1,23.300832,Arizona,7106398.02663,425356.370103,,,,2018
Energy and Industry,az,402,AZ-02,Ruben Gallego,Democratic,Mark Kelly,Democratic,Eli Crane,Republican,2018-Q2,0.920742,Arizona,7135094.676762,426704.417525,,,,2018
Energy and Industry,az,402,AZ-02,Ruben Gallego,Democratic,Mark Kelly,Democratic,Eli Crane,Republican,2019-Q1,18.462561,Arizona,7228278.312679,435213.193915,,,,2019
Energy and Industry,az,402,AZ-02,Ruben Gallego,Democratic,Mark Kelly,Democratic,Eli Crane,Republican,2019-Q2,18.462561,Arizona,7259815.498901,440910.446323,,,,2019
Energy and Industry,az,402,AZ-02,Ruben Gallego,Democratic,Mark Kelly,Democratic,Eli Crane,Republican,2019-Q3,6.154187,Arizona,7291843.0,449213.099254,,,,2019
Energy and Industry,az,402,AZ-02,Ruben Gallego,Democratic,Mark Kelly,Democratic,Eli Crane,Republican,2020-Q3,91.342728,Arizona,7186683.0,458818.452446,,,,2020
Energy and Industry,az,402,AZ-02,Ruben Gallego,Democratic,Mark Kelly,Democratic,Eli Crane,Republican,2020-Q4,194.01835,Arizona,7208214.410525,470085.160718,,,,2020
Energy and Industry,az,402,AZ-02,Ruben Gallego,Democratic,Mark Kelly,Democratic,Eli Crane,Republican,2022-Q2,71.040758,Arizona,7342337.412973,505521.905798,129.956993,17.699676,0.001028,2022
Energy and Industry,az,402,AZ-02,Ruben Gallego,Democratic,Mark Kelly,Democratic,Eli Crane,Republican,2022-Q3,106.561138,Arizona,7365684.0,508465.348794,88.112576,11.962579,0.000693,2022
Energy and Industry,az,402,AZ-02,Ruben Gallego,Democratic,Mark Kelly,Democratic,Eli Crane,Republican,2022-Q4,180.865527,Arizona,7382179.03003,514389.337007,104.740434,14.188281,0.000814,2022
Energy and Industry,az,402,AZ-02,Ruben Gallego,Democratic,Mark Kelly,Democratic,Eli Crane,Republican,2023-Q1,264.166181,Arizona,7398710.99974,517922.293095,203.226452,27.467819,0.00157,2023
Energy and Industry,az,402,AZ-02,Ruben Gallego,Democratic,Mark Kelly,Democratic,Eli Crane,Republican,2023-Q2,390.865134,Arizona,7414919.402125,521055.369673,402.688252,54.307839,0.003091,2023
Energy and Industry,az,402,AZ-02,Ruben Gallego,Democratic,Mark Kelly,Democratic,Eli Crane,Republican,2023-Q3,611.680052,Arizona,7431344.0,524192.568719,478.187166,64.347333,0.003649,2023
Energy and Industry,az,402,AZ-02,Ruben Gallego,Democratic,Mark Kelly,Democratic,Eli Crane,Republican,2023-Q4,537.375662,Arizona,7469024.869964,527898.668513,233.591196,31.274658,0.00177,2023
Energy and Industry,az,402,AZ-02,Ruben Gallego,Democratic,Mark Kelly,Democratic,Eli Crane,Republican,2024-Q1,445.623382,Arizona,7506896.801997,530689.580149,234.778026,31.274977,0.00177,2024
Energy and Industry,az,402,AZ-02,Ruben Gallego,Democratic,Mark Kelly,Democratic,Eli Crane,Republican,2024-Q2,164.638278,Arizona,7544545.99039,534708.9876,640.756795,84.929802,0.004793,2024
Energy and Industry,az,402,AZ-02,Ruben Gallego,Democratic,Mark Kelly,Democratic,Eli Crane,Republican,2024-Q3,122.483613,Arizona,7582384.0,538786.10962,417.139568,55.014303,0.003097,2024
Energy and Industry,az,404,AZ-04,Ruben Gallego,Democratic,Mark Kelly,Democratic,Greg Stanton,Democratic,2018-Q1,0.075071,Arizona,7106398.02663,425356.370103,,,,2018
Energy and Industry,az,404,AZ-04,Ruben Gallego,Democratic,Mark Kelly,Democratic,Greg Stanton,Democratic,2018-Q2,0.075071,Arizona,7135094.676762,426704.417525,,,,2018
Energy and Industry,az,404,AZ-04,Ruben Gallego,Democratic,Mark Kelly,Democratic,Greg Stanton,Democratic,2018-Q3,8.776646,Arizona,7164228.0,430480.599295,,,,2018
