Segment,Technology,Subcategory,Decarb_Sector,Project_Type,Estimated_Total_Facility_CAPEX,CD119_2024_Name,Announcement_Date,State,US Senator 1: Party,US Senator 2: Party,US Representative Party,Latitude,Longitude,Announcement_Year,Announcement_Quarter,solar_irradiance,wind_speed_2m,wind_speed_2m_max,wind_speed_50m,air_temp_2m,air_temp_2m_max,air_temp_2m_min,precipitation
Manufacturing,Critical Minerals,"Lithium Hydroxide, Lithium Carbonate, Rare-earth oxides",Clean Tech Manufacturing,New,102.4099,IN-05,2022-09-19,IN,Republican,Republican,Republican,40.527585,-85.656345,2022,3,3.90792349726776,3.0833879781420763,4.769016393442623,6.538032786885246,11.182650273224043,16.499071038251365,5.955901639344263,2.6217486338797817
Manufacturing,Critical Minerals,Graphite,Clean Tech Manufacturing,Expansion,10.961376,NC-14,2021-08-23,NC,Republican,Republican,Republican,35.731791,-81.724254,2021,3,4.313251366120219,0.3547814207650273,0.6389617486338798,3.970218579234973,14.557076502732238,20.3403825136612,9.373251366120218,4.774808743169399
Manufacturing,Critical Minerals,Lithium Hydroxide,Clean Tech Manufacturing,New,1191.454131,OK-02,2024-01-12,OK,Republican,Republican,Republican,35.68254,-95.37587,2024,1,4.40155737704918,2.767131147540984,4.264508196721311,6.250765027322403,15.66396174863388,21.099562841530055,10.568934426229507,3.8217486338797815
Manufacturing,Critical Minerals,Nickel,Clean Tech Manufacturing,New,439.774851,ND-00,2022-10-19,ND,Republican,Republican,Republican,47.263387,-101.777743,2022,4,4.115928961748634,3.796338797814208,5.853852459016394,7.353087431693989,7.056120218579235,12.958879781420764,1.5465300546448086,0.7904371584699453
Manufacturing,Critical Minerals,Lithium Hydroxide,Clean Tech Manufacturing,New,1002.026925,TX-27,2023-03-01,TX,Republican,Republican,Republican,28.3372,-97.6711,2023,1,4.868551912568305,2.90207650273224,4.597158469945355,6.218415300546448,22.76688524590164,29.398825136612025,17.452677595628412,2.178169398907104
Manufacturing,Critical Minerals,Rare-earth metals,Clean Tech Manufacturing,New,75.110801,LA-06,2023-04-07,LA,Republican,Republican,Democratic,31.3112,-92.4451,2023,2,4.427459016393443,0.3732513661202186,0.6589344262295083,4.31915300546448,18.92535519125683,24.799672131147545,13.821666666666664,6.028797814207651
Manufacturing,Critical Minerals,"Rare-earth oxides, Neodymium",Clean Tech Manufacturing,New,104.037127,OK-03,2022-06-22,OK,Republican,Republican,Republican,36.1102,-97.0586,2022,2,4.696229508196721,3.19827868852459,4.927814207650273,6.890546448087432,15.753879781420766,22.05773224043716,10.075300546448084,2.51188524590164
Manufacturing,Critical Minerals,Graphite,Clean Tech Manufacturing,New,271.394352,AL-06,2021-06-22,AL,Republican,Republican,Republican,32.969014,-86.031921,2021,2,4.518196721311476,0.2449726775956284,0.4776502732240437,4.157349726775957,17.70169398907104,23.7677868852459,12.32827868852459,4.223770491803279
Manufacturing,Critical Minerals,"Nickel, Cobalt",Clean Tech Manufacturing,New,732.752432,OK-04,2023-08-22,OK,Republican,Republican,Republican,34.58013,-98.54557,2023,3,4.971475409836065,3.141584699453552,4.7827049180327865,6.784180327868853,16.9377868852459,23.645956284153005,10.868797814207651,2.462868852459016
Manufacturing,Critical Minerals,Lithium Hydroxide,Clean Tech Manufacturing,New,585.210142,CA-25,2021-11-18,CA,Democratic,Democratic,Democratic,33.20578,-115.57587,2021,4,6.0200000000000005,2.5812021857923497,4.410109289617486,5.012868852459016,24.43084699453552,32.494562841530055,17.451612021857922,0.2112841530054645
Manufacturing,Critical Minerals,"Nickel, Lithium Carbonate",Clean Tech Manufacturing,New,36.661183,NV-02,2023-01-18,NV,Democratic,Democratic,Republican,39.46953,-119.79083,2023,1,5.3307103825136615,1.502786885245902,2.7502732240437164,4.094180327868852,9.952349726775957,17.478633879781423,3.942568306010929,0.75775956284153
Manufacturing,Critical Minerals,Zinc,Clean Tech Manufacturing,Restart,,NY-21,2018-01-01,NY,Democratic,Democratic,Republican,44.27561,-75.38157,2018,1,3.620846994535519,0.6586885245901639,1.003415300546448,4.784453551912569,8.631639344262297,13.551994535519125,3.586857923497267,1.9283879781420763
Manufacturing,Critical Minerals,Lithium Carbonate,Clean Tech Manufacturing,New,496.688016,NY-25,2022-09-19,NY,Democratic,Democratic,Democratic,43.19832,-77.67825,2022,3,3.67016393442623,0.7844262295081967,1.146502732240437,5.03827868852459,9.900027322404371,14.833278688524592,5.243825136612022,2.309808743169399
Manufacturing,Critical Minerals,Rare earths,Clean Tech Manufacturing,New,582.607913,TX-24,2022-04-21,TX,Republican,Republican,Republican,32.98337,-97.24985,2022,2,4.812677595628416,2.9816393442622946,4.54775956284153,6.521065573770492,18.669426229508197,25.18158469945355,12.70811475409836,2.5615573770491804
Manufacturing,Critical Minerals,Lithium Hydroxide,Clean Tech Manufacturing,New,234.084057,WY-00,2024-04-30,WY,Republican,Republican,Republican,41.58637,-109.19819,2024,2,4.8528142076502725,3.4591530054644815,6.061557377049181,6.565191256830602,7.517377049180327,14.807158469945357,0.8714754098360661,0.386967213114754
Manufacturing,Critical Minerals,Graphite,Clean Tech Manufacturing,Expansion,71.104891,MI-08,2023-06-29,MI,Democratic,Democratic,Democratic,43.56354,-83.90171,2023,2,3.8380601092896174,3.5167213114754095,5.138251366120218,6.865027322404371,8.978797814207649,13.244562841530056,4.56431693989071,2.2769125683060105
Manufacturing,Critical Minerals,Graphite,Clean Tech Manufacturing,Expansion,10.014773,MI-02,2023-06-29,MI,Democratic,Democratic,Republican,43.18852,-85.22937,2023,2,3.831967213114754,3.113415300546448,4.786010928961749,6.74756830601093,8.865245901639344,13.882021857923496,3.77155737704918,2.4208469945355193
Manufacturing,Critical Minerals,Rare earths,Clean Tech Manufacturing,Restart,24.821961,,2024-03-11,VA,,,,37.07746,-77.58287,2024,1,4.2189617486338795,0.0881967213114754,0.3097814207650273,4.160819672131147,15.529043715846996,21.39926229508197,10.277349726775958,4.7534426229508195
Manufacturing,Wind,Towers,Clean Tech Manufacturing,New,55.111481,NM-02,2023-03-14,NM,Democratic,Democratic,Democratic,34.662552,-106.781775,2023,1,5.752213114754098,2.389726775956284,4.438169398907104,5.361721311475409,15.291338797814207,23.779562841530055,7.80724043715847,0.5215846994535519
Manufacturing,Wind,Towers,Clean Tech Manufacturing,Expansion,3.072297,TX-19,2022-09-14,TX,Republican,Republican,Republican,32.462481,-99.811479,2022,3,5.149863387978142,3.4548907103825135,5.1712295081967214,7.176830601092897,18.501065573770493,25.858934426229503,12.025081967213117,1.81396174863388
Manufacturing,Wind,Towers,Clean Tech Manufacturing,Expansion,200.295468,CO-03,2023-04-04,CO,Democratic,Democratic,Republican,38.173517,-104.619054,2023,2,5.044890710382513,2.8266120218579234,4.906475409836065,5.858551912568305,13.615573770491803,22.086666666666662,6.349781420765026,0.6321311475409835
Manufacturing,Wind,Towers,Clean Tech Manufacturing,Expansion,400.590936,CO-03,2023-04-04,CO,Democratic,Democratic,Republican,38.173517,-104.619054,2023,2,5.044890710382513,2.8266120218579234,4.906475409836065,5.858551912568305,13.615573770491803,22.086666666666662,6.349781420765026,0.6321311475409835
Manufacturing,Wind,Foundations,Clean Tech Manufacturing,New,1230.423879,TX-14,2023-08-28,TX,Republican,Republican,Republican,29.815151,-93.955678,2023,3,4.684781420765027,2.44051912568306,3.3010382513661196,5.502486338797814,21.292158469945356,25.25275956284153,17.72934426229508,4.720191256830602
Manufacturing,Wind,Foundations,Clean Tech Manufacturing,New,277.003484,NJ-01,2020-12-01,NJ,Democratic,Democratic,Democratic,39.84475,-75.237019,2020,4,4.040355191256831,1.9077868852459017,3.201338797814208,5.513032786885246,12.82226775956284,18.08169398907104,7.82931693989071,3.945218579234972
Manufacturing,Wind,Foundations,Clean Tech Manufacturing,Expansion,277.003484,NJ-01,2020-12-01,NJ,Democratic,Democratic,Democratic,39.84475,-75.237019,2020,4,4.040355191256831,1.9077868852459017,3.201338797814208,5.513032786885246,12.82226775956284,18.08169398907104,7.82931693989071,3.945218579234972
Manufacturing,Wind,Towers,Clean Tech Manufacturing,New,525.180924,NY-20,2020-11-12,NY,Democratic,Democratic,Democratic,42.626407,-73.758027,2020,4,3.823142076502733,0.2410382513661202,0.5194808743169399,4.505628415300547,9.098169398907103,14.412185792349726,3.883278688524591,2.838879781420766
Manufacturing,Wind,Foundations,Clean Tech Manufacturing,New,193.902439,NY-20,2020-11-12,NY,Democratic,Democratic,Democratic,42.626407,-73.758027,2020,4,3.823142076502733,0.2410382513661202,0.5194808743169399,4.505628415300547,9.098169398907103,14.412185792349726,3.883278688524591,2.838879781420766
Manufacturing,Wind,Blades,Clean Tech Manufacturing,New,258.723295,NY-20,2023-02-01,NY,Democratic,Democratic,Democratic,42.479308,-73.79274,2023,1,3.823142076502733,0.2410382513661202,0.5194808743169399,4.505628415300547,9.098169398907103,14.412185792349726,3.883278688524591,2.838879781420766
Manufacturing,Wind,Nacelles,Clean Tech Manufacturing,New,258.723295,NY-20,2023-02-01,NY,Democratic,Democratic,Democratic,42.479308,-73.79274,2023,1,3.823142076502733,0.2410382513661202,0.5194808743169399,4.505628415300547,9.098169398907103,14.412185792349726,3.883278688524591,2.838879781420766
Manufacturing,Wind,Nacelles,Clean Tech Manufacturing,Expansion,20.040539,FL-01,2023-03-02,FL,Republican,Republican,,30.513398,-87.165927,2023,1,4.775737704918033,3.0536885245901635,4.263688524590164,5.733524590163936,21.099945355191256,24.740901639344266,17.51431693989071,4.352076502732241
Manufacturing,Wind,Nacelles,Clean Tech Manufacturing,Expansion,50.073867,NY-20,2023-05-23,NY,Democratic,Democratic,Democratic,42.81002,-73.953792,2023,2,3.823142076502733,0.2670765027322404,0.5720491803278689,4.206912568306011,9.035109289617484,14.422377049180328,3.661748633879781,2.748387978142076
Manufacturing,Wind,Towers,Clean Tech Manufacturing,New,99.033661,TX-13,2019-06-30,TX,Republican,Republican,Republican,35.503977,-101.032466,2019,2,5.340464480874317,3.788579234972677,5.82827868852459,7.557459016393442,15.727295081967211,23.87587431693989,8.654016393442623,0.9353005464480876
Manufacturing,Wind,Blades,Clean Tech Manufacturing,New,586.439469,NY-20,2023-02-01,NY,Democratic,Democratic,Democratic,42.479308,-73.79274,2023,1,3.823142076502733,0.2410382513661202,0.5194808743169399,4.505628415300547,9.098169398907103,14.412185792349726,3.883278688524591,2.838879781420766
Manufacturing,Wind,Blades,Clean Tech Manufacturing,Expansion,2.812286,ND-00,2018-12-07,ND,Republican,Republican,Republican,47.905555,-97.101866,2018,4,3.990765027322404,3.3598907103825133,5.288907103825136,6.931202185792351,5.289426229508197,11.065109289617489,-0.3986065573770495,1.3638524590163936
Manufacturing,Wind,Towers,Clean Tech Manufacturing,Expansion,17.826059,SD-00,2023-05-30,SD,Republican,Republican,Republican,43.594504,-96.572452,2023,2,4.186420765027322,3.46155737704918,5.364590163934426,7.173825136612021,8.918032786885245,15.016065573770492,3.296530054644808,1.2115573770491803
Manufacturing,Wind,Foundations,Clean Tech Manufacturing,New,14.020683,MD-07,2023-04-21,MD,Democratic,Democratic,Democratic,39.235556,-76.477022,2023,2,4.03551912568306,2.93948087431694,4.464344262295081,6.194590163934427,14.277841530054646,18.77775956284153,10.030655737704915,3.760928961748634
Manufacturing,Wind,Foundations,Clean Tech Manufacturing,New,92.738641,NY-20,2021-10-13,NY,Democratic,Democratic,Democratic,42.479308,-73.79274,2021,4,3.823142076502733,0.2410382513661202,0.5194808743169399,4.505628415300547,9.098169398907103,14.412185792349726,3.883278688524591,2.838879781420766
Manufacturing,Wind,Foundations,Clean Tech Manufacturing,New,55.386602,RI-01,2021-04-14,RI,Democratic,Democratic,Democratic,41.796613,-71.388796,2021,2,4.043825136612022,0.5298633879781421,0.7601092896174864,4.823360655737704,11.10704918032787,16.197295081967212,6.347814207650273,2.9363387978142073
Manufacturing,Wind,Blades,Clean Tech Manufacturing,Restart,0.0,IA-01,2022-12-01,IA,Republican,Republican,Republican,40.582711,-91.431809,2022,4,4.021147540983607,3.0972404371584705,4.785273224043715,6.562267759562841,11.268879781420765,16.75311475409836,6.125901639344262,2.403688524590164
Manufacturing,Wind,Nacelles,Clean Tech Manufacturing,Restart,0.0,KS-01,2023-03-12,KS,Republican,Republican,Republican,38.036134,-97.88036,2023,1,4.536612021857923,3.4468579234972676,5.3497540983606555,7.234999999999999,13.461967213114754,20.07967213114754,7.656092896174863,2.0594262295081966
Manufacturing,Wind,Blades,Clean Tech Manufacturing,New,86.268503,VA-03,2021-10-25,VA,Democratic,Democratic,Democratic,36.857364,-76.32465,2021,4,4.266010928961749,3.571748633879782,5.139672131147541,6.578169398907103,16.313688524590166,19.696994535519128,13.06808743169399,4.27587431693989
Manufacturing,Wind,Turbines,Clean Tech Manufacturing,New,2.505067,NY-24,2023-01-13,NY,Democratic,Democratic,Republican,43.167484,-78.748716,2023,1,3.7092349726775953,1.904918032786885,2.7325409836065573,5.843387978142077,10.120901639344265,14.307295081967217,6.004617486338798,2.252021857923497
Manufacturing,Wind,Foundations,Clean Tech Manufacturing,New,150.304039,MD-07,2023-03-28,MD,Democratic,Democratic,Democratic,39.220369,-76.483682,2023,1,4.03551912568306,2.93948087431694,4.464344262295081,6.194590163934427,14.277841530054646,18.77775956284153,10.030655737704915,3.760928961748634
Manufacturing,Wind,Blades,Clean Tech Manufacturing,Restart,263.897761,IA-01,2022-11-04,IA,Republican,Republican,Republican,41.73049,-93.021076,2022,4,4.111120218579235,3.1512568306010933,4.894344262295082,6.741530054644808,10.164016393442624,15.860081967213118,4.876147540983607,2.226967213114754
Manufacturing,Wind,Blades,Clean Tech Manufacturing,Restart,20.006892,CO-04,2023-07-18,CO,Democratic,Democratic,Republican,40.460855,-104.848627,2023,3,4.778743169398907,2.645300546448087,4.605191256830601,5.701994535519125,10.381994535519125,18.2405737704918,3.6069945355191257,0.9013387978142076
Manufacturing,Wind,Nacelles,Clean Tech Manufacturing,Restart,20.006892,CO-08,2023-07-18,CO,Democratic,Democratic,Republican,40.020138,-104.807219,2023,3,4.778743169398907,2.4718852459016394,4.331967213114754,5.46636612021858,10.809918032786884,18.80603825136612,3.928989071038252,0.9270765027322404
Manufacturing,Wind,Nacelles,Clean Tech Manufacturing,Restart,,IA-01,2024-06-27,IA,Republican,Republican,Republican,41.671735,-91.346612,2024,2,3.975136612021858,3.13431693989071,4.853852459016394,6.7101912568306,10.246475409836066,15.759043715846996,5.012213114754098,2.3787158469945355
Manufacturing,Electrolyzers,AEM,Clean Tech Manufacturing,New,377.268168,MA-03,2023-02-27,MA,Democratic,Democratic,Democratic,42.633052,-71.317077,2023,1,3.8942896174863386,0.6638251366120219,0.949016393442623,4.786393442622951,10.506967213114754,15.547841530054646,5.701311475409837,2.8103005464480875
Manufacturing,Electrolyzers,"Alkaline, PEM",Clean Tech Manufacturing,New,400.590936,MI-06,2023-05-03,MI,Democratic,Democratic,Democratic,42.371455,-83.470626,2023,2,3.839262295081967,3.225355191256831,4.864562841530055,6.809617486338798,9.37830601092896,14.592049180327868,4.1819945355191255,2.3539071038251365
Manufacturing,Electrolyzers,PEM,Clean Tech Manufacturing,Expansion,25.852295,CT-03,2023-02-28,CT,Democratic,Democratic,Democratic,41.492526,-72.758901,2023,1,3.9419672131147534,0.6593442622950819,0.9500273224043716,4.750710382513661,11.416229508196722,16.34030054644809,6.77568306010929,3.065245901639344
Manufacturing,Electrolyzers,"SMR, Electrolysis",Clean Tech Manufacturing,New,15.938756,SC-05,2023-12-07,SC,Republican,Republican,Republican,35.119057,-81.123285,2023,4,4.313251366120219,0.9836338797814208,1.6860928961748631,4.366530054644809,16.470710382513662,22.13642076502732,11.17292349726776,3.9824043715846993
Manufacturing,Electrolyzers,SOEC,Clean Tech Manufacturing,New,400.590936,VA-04,2023-05-15,VA,Democratic,Democratic,Democratic,37.364118,-77.333264,2023,2,4.2189617486338795,0.84224043715847,1.4249453551912568,4.377868852459017,15.133633879781422,20.885136612021856,9.860163934426229,4.224535519125683
Manufacturing,Electrolyzers,SOEC,Clean Tech Manufacturing,Expansion,2.515121,UT-02,2024-03-14,UT,Republican,Republican,Republican,40.836257,-111.9436,2024,1,4.9728142076502735,1.3502459016393442,2.099918032786885,3.6724863387978144,9.225027322404372,15.299207650273225,3.4435792349726784,0.8067759562841529
Manufacturing,Electrolyzers,PEM,Clean Tech Manufacturing,New,10.156463,MN-05,2022-10-10,MN,Democratic,Democratic,Democratic,45.098937,-93.233629,2022,4,3.886284153005464,2.2900000000000005,3.557540983606557,6.2451366120218585,6.8484426229508175,12.19896174863388,1.4927868852459014,2.053934426229508
Manufacturing,Electrolyzers,PEM,Clean Tech Manufacturing,New,50.302422,MN-05,2022-10-10,MN,Democratic,Democratic,Democratic,45.098937,-93.233629,2022,4,3.886284153005464,2.2900000000000005,3.557540983606557,6.2451366120218585,6.8484426229508175,12.19896174863388,1.4927868852459014,2.053934426229508
Manufacturing,Electrolyzers,SOEC,Clean Tech Manufacturing,New,120.725814,CA-17,2021-06-18,CA,Democratic,Democratic,Democratic,37.49987,-121.960892,2021,2,5.329262295081967,2.049262295081967,3.3424590163934425,4.446803278688525,14.869890710382514,23.31989071038251,8.711229508196721,0.671912568306011
Manufacturing,Electrolyzers,SOEC,Clean Tech Manufacturing,New,80.483876,DE-00,2022-11-01,DE,Democratic,Democratic,Democratic,39.661658,-75.759568,2022,4,4.040355191256831,2.6099726775956285,4.097459016393443,5.950491803278688,13.538852459016391,18.437431693989073,8.90344262295082,3.867814207650273
Manufacturing,Electrolyzers,PEM,Clean Tech Manufacturing,New,138.570911,NY-25,2021-01-19,NY,Democratic,Democratic,Democratic,43.070323,-77.663292,2021,1,3.67016393442623,0.7844262295081967,1.146502732240437,5.03827868852459,9.900027322404371,14.833278688524592,5.243825136612022,2.309808743169399
Manufacturing,Electrolyzers,PEM,Clean Tech Manufacturing,Expansion,50.302422,NY-25,2023-04-04,NY,Democratic,Democratic,Democratic,43.070323,-77.663292,2023,2,3.67016393442623,0.7844262295081967,1.146502732240437,5.03827868852459,9.900027322404371,14.833278688524592,5.243825136612022,2.309808743169399
Manufacturing,Electrolyzers,PEM,Clean Tech Manufacturing,New,90.132961,MA-03,2023-05-04,MA,Democratic,Democratic,Democratic,42.546132,-71.612628,2023,2,3.8942896174863386,0.1618852459016393,0.3510382513661202,4.546994535519126,9.684672131147542,15.184207650273226,4.3728961748633886,2.809234972677596
Manufacturing,Electrolyzers,AEM,Clean Tech Manufacturing,New,4.915675,DE-00,2022-07-05,DE,Democratic,Democratic,Democratic,39.662007,-75.78324,2022,3,4.040355191256831,2.6099726775956285,4.097459016393443,5.950491803278688,13.538852459016391,18.437431693989073,8.90344262295082,3.867814207650273
Manufacturing,Electrolyzers,Alkaline,Clean Tech Manufacturing,New,108.518572,CA-17,2023-09-19,CA,Democratic,Democratic,Democratic,37.529363,-122.037757,2023,3,4.825109289617486,2.049262295081967,3.3424590163934425,4.446803278688525,14.869890710382514,23.31989071038251,8.711229508196721,0.671912568306011
Manufacturing,Electrolyzers,Alkaline,Clean Tech Manufacturing,New,144.444972,TX-36,2023-10-25,TX,Republican,Republican,Republican,29.737158,-94.978911,2023,4,4.646584699453552,3.4170218579234977,4.801803278688524,6.289836065573771,22.117786885245906,26.08726775956284,18.557759562841532,3.496639344262295
Manufacturing,Fueling Equipment,EV Chargers,Clean Tech Manufacturing,Expansion,57.762315,CT-05,2021-09-23,CT,Democratic,Democratic,Democratic,41.454838,-73.242302,2021,3,3.922568306010929,0.286120218579235,0.508551912568306,4.602295081967213,10.893497267759562,16.242622950819673,5.8842349726775955,3.0526502732240437
Manufacturing,Fueling Equipment,EV Chargers,Clean Tech Manufacturing,New,231.04926,TN-05,2022-02-08,TN,Republican,Republican,Republican,36.232205,-86.327517,2022,1,4.101803278688524,1.6687704918032786,2.655792349726776,5.057677595628415,14.944726775956283,20.26106557377049,9.76584699453552,4.799890710382513
Manufacturing,Fueling Equipment,EV Chargers,Clean Tech Manufacturing,Expansion,115.52463,TN-05,2023-06-19,TN,Republican,Republican,Republican,36.232205,-86.327517,2023,2,4.101803278688524,1.6687704918032786,2.655792349726776,5.057677595628415,14.944726775956283,20.26106557377049,9.76584699453552,4.799890710382513
Manufacturing,Fueling Equipment,EV Chargers,Clean Tech Manufacturing,New,3.046939,MI-11,2022-10-04,MI,Democratic,Democratic,Democratic,42.692799,-83.269057,2022,4,3.839262295081967,3.417295081967213,5.053579234972677,6.858469945355191,9.76136612021858,14.536174863387975,4.953770491803279,2.206857923497268
Manufacturing,Fueling Equipment,EV Chargers,Clean Tech Manufacturing,New,4.096396,SC-02,2022-09-14,SC,Republican,Republican,Republican,33.95332,-81.1374,2022,3,4.58396174863388,1.3805737704918033,2.1407650273224044,4.630901639344263,18.03756830601093,23.397868852459013,13.033060109289618,3.6856284153005463
Manufacturing,Fueling Equipment,EV Chargers,Clean Tech Manufacturing,Expansion,10.605859,TX-25,2022-03-04,TX,Republican,Republican,Republican,32.77891,-97.060618,2022,1,4.812677595628416,3.032486338797814,4.548333333333334,6.529863387978143,18.765245901639343,24.946338797814203,13.081010928961748,2.818934426229508
Manufacturing,Fueling Equipment,EV Chargers,Clean Tech Manufacturing,Expansion,42.423436,CA-35,2022-03-04,CA,Democratic,Democratic,Democratic,34.02794,-117.731463,2022,1,5.789344262295082,1.7743442622950822,3.7467486338797817,3.5301092896174864,18.100737704918032,26.402158469945356,11.785464480874316,0.686256830601093
Manufacturing,Fueling Equipment,EV Chargers,Clean Tech Manufacturing,Expansion,23.104926,NC-02,2019-05-21,NC,Republican,Republican,Democratic,35.816262,-78.388314,2019,2,4.396038251366121,1.494426229508197,2.4182513661202187,5.234262295081967,16.148797814207647,21.68322404371585,11.03191256830601,4.59379781420765
Manufacturing,Fueling Equipment,EV Chargers,Clean Tech Manufacturing,New,46.209852,TX-24,2023-02-15,TX,Republican,Republican,Republican,32.974779,-96.892435,2023,1,4.621748633879781,3.032486338797814,4.548333333333334,6.529863387978143,18.765245901639343,24.946338797814203,13.081010928961748,2.818934426229508
Manufacturing,Fueling Equipment,EV Chargers,Clean Tech Manufacturing,New,76.729635,TX-33,2021-09-01,TX,Republican,Republican,Democratic,32.711485,-97.053586,2021,3,4.812677595628416,2.928551912568306,4.46051912568306,6.4579234972677595,19.225109289617485,25.662677595628416,13.369398907103824,2.780163934426229
Manufacturing,Fueling Equipment,EV Chargers,Clean Tech Manufacturing,New,15.234695,TX-32,2022-10-12,TX,Republican,Republican,Democratic,33.008689,-96.654378,2022,4,4.6000000000000005,3.032486338797814,4.548333333333334,6.529863387978143,18.765245901639343,24.946338797814203,13.081010928961748,2.818934426229508
Manufacturing,Fueling Equipment,EV Chargers,Clean Tech Manufacturing,New,8.12517,AL-03,2022-12-20,AL,Republican,Republican,Republican,32.60106,-85.51925,2022,4,4.51551912568306,0.437103825136612,0.749071038251366,4.193005464480874,18.489781420765027,24.79434426229508,12.910792349726776,3.713989071038252
Manufacturing,Fueling Equipment,EV Chargers,Clean Tech Manufacturing,New,46.209852,IL-10,2020-02-18,IL,Democratic,Democratic,Democratic,42.287938,-87.997044,2020,1,3.774125683060109,3.4207103825136613,5.141256830601093,6.940819672131148,9.05122950819672,13.818306010928962,4.326857923497268,2.8246174863387976
Manufacturing,Fueling Equipment,EV Chargers,Clean Tech Manufacturing,New,21.211718,CA-17,2022-03-25,CA,Democratic,Democratic,Democratic,37.544563,-122.058803,2022,1,4.825109289617486,2.049262295081967,3.3424590163934425,4.446803278688525,14.869890710382514,23.31989071038251,8.711229508196721,0.671912568306011
Manufacturing,Fueling Equipment,EV Chargers,Clean Tech Manufacturing,New,,,2022-12-07,CA,,,,37.668106,-122.084422,2022,4,4.825109289617486,2.049262295081967,3.3424590163934425,4.446803278688525,14.869890710382514,23.31989071038251,8.711229508196721,0.671912568306011
Manufacturing,Fueling Equipment,EV Chargers,Clean Tech Manufacturing,Expansion,,OH-11,2022-08-29,OH,Republican,Republican,Democratic,41.588154,-81.519485,2022,3,3.707322404371585,1.0060109289617487,1.4408743169398903,5.272459016393443,10.588989071038252,15.305628415300548,6.120109289617487,2.659453551912568
Manufacturing,Fueling Equipment,EV Chargers,Clean Tech Manufacturing,Expansion,150.304039,OH-01,2023-02-15,OH,Republican,Republican,Democratic,39.136876,-84.614539,2023,1,3.915464480874317,0.4791803278688524,0.8310382513661201,4.493852459016393,12.652021857923495,18.417841530054645,7.181557377049181,3.029726775956284
Manufacturing,Fueling Equipment,EV Chargers,Clean Tech Manufacturing,Expansion,49.099319,MD-05,2023-01-19,MD,Democratic,Democratic,Democratic,38.95664,-76.70764,2023,1,4.199945355191257,2.6327049180327866,4.09431693989071,5.955273224043715,13.78857923497268,18.74609289617486,9.165109289617488,3.8811475409836063
Manufacturing,Fueling Equipment,EV Chargers,Clean Tech Manufacturing,New,62.3833,MN-01,2022-09-30,MN,Democratic,Democratic,Republican,43.623467,-93.360517,2022,3,4.037896174863388,3.451994535519125,5.184918032786885,7.151311475409837,7.583934426229509,12.7229781420765,2.603251366120219,2.140928961748634
Manufacturing,Fueling Equipment,EV Chargers,Clean Tech Manufacturing,New,41.083104,NC-04,2023-02-07,NC,Republican,Republican,Democratic,35.919239,-78.886866,2023,1,4.396038251366121,0.3589344262295082,0.6395628415300547,4.403797814207651,15.904180327868854,21.73532786885246,10.68983606557377,4.514043715846995
Manufacturing,Fueling Equipment,EV Chargers,Clean Tech Manufacturing,New,,MI-11,2022-02-10,MI,Democratic,Democratic,Democratic,42.445367,-83.192135,2022,1,3.839262295081967,3.417295081967213,5.053579234972677,6.858469945355191,9.76136612021858,14.536174863387975,4.953770491803279,2.206857923497268
Manufacturing,Fueling Equipment,EV Chargers,Clean Tech Manufacturing,Expansion,50.017231,SC-05,2023-08-29,SC,Republican,Republican,Republican,33.8483,-80.37762,2023,3,4.541912568306011,2.251147540983607,3.629453551912569,5.411748633879782,18.253387978142076,23.64907103825137,13.091803278688523,3.6524043715847
Manufacturing,Fueling Equipment,EV Chargers,Clean Tech Manufacturing,Expansion,,AZ-04,2023-09-28,AZ,Democratic,Democratic,Democratic,33.44853,-111.71921,2023,3,5.929808743169398,1.9793989071038252,3.6748907103825137,4.423306010928962,23.230245901639343,31.338934426229507,15.852841530054649,0.4292622950819671
Manufacturing,Fueling Equipment,EV Chargers,Clean Tech Manufacturing,New,6.931478,,2022-04-29,NY,,,,43.090598,-77.613071,2022,2,3.67016393442623,0.7844262295081967,1.146502732240437,5.03827868852459,9.900027322404371,14.833278688524592,5.243825136612022,2.309808743169399
Manufacturing,Fueling Equipment,EV Chargers,Clean Tech Manufacturing,Expansion,19.408138,UT-02,2022-04-06,UT,Republican,Republican,Republican,40.741368,-112.004552,2022,2,4.980901639344262,1.9447814207650271,3.4145901639344256,3.7616666666666663,10.086502732240437,16.19513661202186,4.446912568306011,0.8028415300546449
Manufacturing,Fueling Equipment,EV Chargers,Clean Tech Manufacturing,Expansion,4.206205,NC-14,2023-05-09,NC,Republican,Republican,Republican,35.39253,-80.86515,2023,2,4.3560928961748635,1.9459016393442623,3.210983606557377,5.088497267759563,15.723032786885248,20.984836065573766,10.645956284153009,4.428688524590164
Manufacturing,Fueling Equipment,EV Chargers,Clean Tech Manufacturing,Expansion,2.505067,MI-12,2023-03-29,MI,Democratic,Democratic,Democratic,42.30776,-83.1854,2023,1,3.839262295081967,3.417295081967213,5.053579234972677,6.858469945355191,9.76136612021858,14.536174863387975,4.953770491803279,2.206857923497268
Manufacturing,Fueling Equipment,EV Chargers,Clean Tech Manufacturing,New,40.081077,NC-06,2023-03-09,NC,Republican,Republican,Republican,36.09538,-79.98845,2023,1,4.303715846994535,1.9548360655737709,3.2733879781420763,5.2338524590163935,15.122841530054645,20.534590163934425,9.962513661202186,4.346857923497267
